time,Unnamed: 0,cld,dtr,frs,pet,pre,tmn,tmp,tmx,vap,wet,spei01,spei03,spei06,spei12,days_in_month
1961-03-16,722,76.200005,10.8,10.0199995,65.1000031,25.2,3.0,8.400001,13.8,6.8,6.44,0.6,-0.2,-0.5,-0.9,31
1961-04-16,723,58.0,14.1,0.71999997,108.00000299999999,41.9,8.2,15.2,22.300001,9.400001,7.74,-0.5,-0.4,-0.6,-0.9,30
1961-05-16,724,51.3,15.1,0.0,136.4,62.2,11.8,19.300001,26.9,12.400001,9.07,0.1,0.0,-0.4,-0.7,31
1961-06-16,725,68.0,11.0,0.0,132.0,138.2,18.6,24.1,29.6,18.4,12.0,2.1,1.5,1.3,0.7,30
1961-07-16,726,61.7,10.5,0.0,136.4,98.6,21.4,26.6,31.9,24.800001,10.58,-0.8,1.1,0.8,0.3,31
1961-08-16,727,52.0,10.400001,0.0,120.89999999999999,90.3,19.4,24.6,29.800001,24.0,10.44,-0.2,0.8,0.6,-0.1,31
1961-09-16,728,56.3,10.5,0.0,84.0,84.9,13.8,19.0,24.300001,16.6,13.21,0.1,-0.6,0.5,0.2,30
1961-10-16,729,73.0,6.5,0.01,46.5,162.2,9.8,13.0,16.300001,12.1,16.43,2.5,1.4,1.7,1.4,31
1961-11-16,730,46.600002,8.3,9.46,33.0,45.2,3.1000001,7.2000003,11.400001,7.9,9.54,1.3,1.9,1.9,1.6,30
1961-12-16,731,10.900001,11.0,27.14,24.8,2.1000001,-5.9,-0.4,5.1,4.1,2.8799999,-0.1,2.5,1.2,1.6,31
1962-01-16,732,43.0,12.3,29.66,27.90000124,4.3,-9.3,-3.1000001,3.1000001,2.9,3.32,0.0,1.1,1.6,1.6,31
1962-02-15,733,45.100002,13.3,23.189999,42.0,9.8,-4.4,2.3,9.0,4.2000003,4.93,0.1,0.0,1.9,1.7,28
1962-03-16,734,48.3,15.3,20.52,80.6000031,0.8,-1.0,6.7000003,14.400001,4.7000003,1.05,-1.8,-1.5,2.3,1.4,31
1962-04-16,735,60.600002,14.400001,5.2599998,99.0,17.2,5.0,12.2,19.4,7.6,6.0899997,-0.9,-1.5,-0.7,1.3,30
1962-05-16,736,57.600002,15.6,0.0,136.4,25.0,11.5,19.300001,27.1,11.400001,6.5099998,-1.4,-1.9,-1.8,1.0,31
1962-06-16,737,60.100002,13.6,0.0,147.0,52.4,17.1,23.9,30.7,15.7,7.68,-0.4,-1.4,-1.7,-0.1,30
1962-07-16,738,66.3,10.6,0.0,127.1,112.4,20.6,25.9,31.2,24.0,13.88,0.4,-0.7,-1.3,0.4,31
1962-08-16,739,52.5,10.3,0.0,124.0,153.2,19.4,24.5,29.7,22.6,12.46,0.6,0.3,-0.9,0.7,31
1962-09-16,740,58.600002,11.0,0.0,84.0,115.8,13.5,19.0,24.5,16.7,14.16,0.5,0.7,-0.3,0.8,30
1962-10-16,741,60.3,9.1,0.59,52.699999999999996,70.0,8.400001,12.900001,17.5,11.7,11.88,1.0,0.9,0.2,-0.1,31
1962-11-16,742,56.9,7.9,15.28,30.0,69.3,0.8,4.7000003,8.7,6.5,11.12,2.2,1.6,1.3,0.2,30
1962-12-16,743,13.7,10.8,26.189999,24.8,1.5,-4.9,0.5,5.9,4.4,1.3199999,-0.2,1.9,1.5,0.2,31
1963-01-16,744,42.100002,13.6,30.08,34.1,0.0,-10.1,-3.3,3.5,2.0,0.17,-1.5,1.9,1.4,0.1,31
1963-02-15,745,42.0,14.5,25.15,44.800000000000004,0.7,-6.7000003,0.6,7.9,3.3,0.88,-1.3,-1.7,1.2,0.0,28
1963-03-16,746,49.7,12.8,13.389999,74.39999999999999,23.5,1.7,8.1,14.5,6.1,5.31,-0.2,-1.2,1.3,0.3,31
1963-04-16,747,72.6,9.1,1.49,78.00000299999999,47.600002,7.4,11.900001,16.5,9.3,9.09,1.2,0.4,1.4,0.7,30
1963-05-16,748,67.1,9.900001,0.0,102.3,144.8,12.900001,17.800001,22.800001,15.1,14.4,2.9,2.8,2.2,2.1,31
1963-06-16,749,60.7,13.900001,0.0,141.000009,36.600002,16.9,23.800001,30.800001,16.9,7.2799997,-0.7,2.2,1.6,2.0,30
1963-07-16,750,63.9,11.2,0.0,133.29999999999998,82.5,20.0,25.6,31.2,22.5,12.23,-1.1,1.1,1.1,1.7,31
1963-08-16,751,59.7,9.5,0.0,117.8,126.4,20.6,25.300001,30.1,24.0,11.719999,0.9,-0.4,1.4,1.9,31
1963-09-16,752,73.1,7.6,0.0,72.0,145.5,15.2,19.0,22.800001,17.5,16.9,1.3,0.7,1.9,2.2,30
1963-10-16,753,34.600002,13.8,4.27,68.2,11.5,5.6,12.5,19.4,10.0,5.98,-1.6,0.7,1.2,1.5,31
1963-11-16,754,41.100002,10.7,14.25,36.0,35.8,1.2,6.5,11.900001,6.9,8.26,0.8,0.5,-0.1,1.1,30
1963-12-16,755,12.2,11.0,27.67,24.8,13.5,-6.5,-1.0,4.5,4.1,4.5,1.3,-0.6,0.3,1.2,31
1964-01-16,756,36.100002,8.2,27.23,24.8,12.5,-6.0,-1.9,2.2,3.6000001,5.0899997,1.7,1.5,1.1,1.4,31
1964-02-15,757,62.600002,7.3,26.5,29.0,9.2,-7.3,-3.6000001,0.1,3.0,5.13,1.5,1.9,1.0,1.6,29
1964-03-16,758,63.600002,10.400001,11.29,62.0,35.4,2.5,7.7000003,12.900001,7.0,8.099999,1.3,2.0,0.6,1.8,31
1964-04-16,759,67.8,8.3,0.0,81.0,79.6,10.1,14.2,18.4,11.8,12.49,2.2,2.5,2.6,2.1,30
1964-05-16,760,63.7,10.2,0.0,108.5,144.90001,13.2,18.300001,23.4,14.6,13.49,2.7,3.3,3.3,1.9,31
1964-06-16,761,60.9,13.7,0.0,141.000009,42.4,16.6,23.4,30.300001,16.2,7.6699996,-0.6,2.4,2.6,1.9,30
1964-07-16,762,68.4,8.7,0.0,120.89999999999999,196.40001,21.1,25.4,29.800001,23.9,14.929999,1.8,2.2,2.9,2.8,31
1964-08-16,763,51.2,10.2,0.0,124.0,120.3,19.5,24.6,29.7,23.7,11.36,0.0,0.9,2.5,2.8,31
1964-09-16,764,78.4,6.2000003,0.0,66.0,159.3,15.400001,18.5,21.6,17.6,18.38,1.9,2.3,2.9,3.0,30
1964-10-16,765,73.5,5.8,0.0,46.5,110.200005,10.400001,13.3,16.2,12.7,14.75,2.0,2.1,2.8,3.2,31
1964-11-16,766,42.4,10.7,15.0199995,36.0,8.8,0.90000004,6.2000003,11.6,7.0,4.87,-0.7,2.1,2.1,3.3,30
1964-12-16,767,12.8,10.3,26.68,24.8,4.8,-5.4,-0.2,5.0,4.0,3.24,0.4,1.5,2.4,3.3,31
1965-01-16,768,43.0,11.400001,27.59,31.0,1.4,-6.4,-0.7,5.0,3.6000001,1.79,-0.8,-0.8,1.9,3.2,31
1965-02-15,769,48.7,11.1,22.42,42.0,5.4,-3.6000001,2.0,7.6,4.1,3.6499999,-0.5,-0.5,2.0,3.0,28
1965-03-16,770,48.5,13.5,19.24,71.3,24.7,-0.5,6.3,13.1,5.3,6.2999997,0.1,-0.4,1.2,2.9,31
1965-04-16,771,71.9,11.6,2.51,81.0,66.3,6.6,12.400001,18.2,9.8,10.94,1.7,1.1,0.5,2.9,30
1965-05-16,772,53.3,14.8,0.0,133.29999999999998,28.5,12.1,19.5,26.9,13.2,6.73,-1.1,0.3,0.1,1.9,31
1965-06-16,773,58.5,14.6,0.0,150.0,34.100002,16.9,24.2,31.5,15.3,6.64,-1.5,-0.7,-0.7,1.7,30
1965-07-16,774,68.700005,10.0,0.0,124.0,148.1,20.4,25.4,30.4,23.2,13.59,0.8,-0.9,-0.2,1.4,31
1965-08-16,775,50.0,12.900001,0.0,130.2000093,63.3,17.6,24.0,30.5,20.6,9.179999,-1.4,-1.1,-0.8,0.9,31
1965-09-16,776,47.5,14.2,0.0,96.0,43.5,12.400001,19.5,26.6,14.900001,7.14,-1.5,-1.2,-1.4,-0.7,30
1965-10-16,777,41.8,12.6,1.11,65.1000031,41.600002,7.8,14.1,20.4,11.5,9.51,-0.4,-1.8,-1.8,-1.5,31
1965-11-16,778,35.5,11.1,13.73,39.00000300000001,23.5,1.4,6.9,12.5,6.8,7.0499997,0.2,-1.3,-1.6,-1.3,30
1965-12-16,779,11.400001,12.1,28.55,27.90000124,1.9,-7.6,-1.5,4.6,3.0,1.37,-0.6,-0.4,-1.3,-1.4,31
1966-01-16,780,42.8,13.3,28.63,34.1,1.7,-7.7000003,-1.0,5.7000003,3.1000001,2.34,-1.2,-0.6,-1.7,-1.4,31
1966-02-15,781,44.2,14.6,22.42,47.6,6.4,-3.6000001,3.7,11.0,4.4,2.95,-1.2,-1.6,-1.5,-1.4,28
1966-03-16,782,60.9,12.6,13.92,68.2,26.7,1.5,7.8,14.1,6.4,6.2599998,0.4,-0.5,-0.7,-1.4,31
1966-04-16,783,68.1,12.400001,1.49,93.00000299999999,47.600002,7.4,13.6,19.800001,9.3,8.82,0.5,0.3,-0.1,-1.6,30
1966-05-16,784,62.4,12.5,0.0,127.1,24.7,12.900001,19.1,25.4,12.0,6.94,-1.0,-0.3,-0.7,-1.7,31
1966-06-16,785,60.100002,13.5,0.0,150.0,80.4,17.800001,24.5,31.300001,15.900001,9.679999,0.2,-0.3,-0.4,-1.3,30
1966-07-16,786,66.6,10.1,0.0,130.2000093,227.5,21.1,26.1,31.2,23.6,14.91,1.8,1.1,1.0,-0.8,31
1966-08-16,787,49.7,10.400001,0.0,133.29999999999998,72.5,20.6,25.800001,31.0,23.6,10.3,-1.5,0.5,0.3,-0.8,31
1966-09-16,788,54.2,11.0,0.0,84.0,79.6,12.5,18.0,23.5,14.7,12.16,-0.4,0.2,0.0,-0.4,30
1966-10-16,789,44.4,11.8,2.04,62.0,48.100002,7.0,12.900001,18.800001,10.400001,10.28,-0.1,-1.2,-0.2,-0.2,31
1966-11-16,790,30.300001,13.0,19.609999,42.0,13.5,-0.90000004,5.6,12.1,5.4,5.4,-0.7,-0.6,0.0,-0.4,30
1966-12-16,791,20.6,10.1,28.4,24.8,0.4,-7.4,-2.3,2.8,3.1000001,0.65999997,-0.3,-0.5,-0.1,-0.4,31
1967-01-16,792,43.0,12.5,29.98,31.0,8.5,-9.900001,-3.6000001,2.7,2.2,3.77,0.1,-0.7,-1.3,-0.3,31
1967-02-15,793,44.5,9.900001,24.43,33.6,12.8,-5.8,-0.8,4.2000003,3.6000001,5.49,1.3,0.7,-0.4,-0.1,28
1967-03-16,794,60.5,12.0,14.19,71.3,62.8,1.4,7.4,13.400001,5.8,8.9,2.2,2.1,0.8,0.3,31
1967-04-16,795,69.200005,11.0,1.17,87.0,59.7,7.7000003,13.2,18.7,9.8,9.929999,1.3,2.2,1.6,0.5,30
1967-05-16,796,63.0,12.900001,0.0,127.1,50.4,14.1,20.5,27.0,14.8,9.53,-0.1,1.6,1.6,0.8,31
1967-06-16,797,62.4,13.5,0.0,144.0,72.5,17.800001,24.5,31.300001,16.800001,8.82,0.6,0.8,1.5,0.9,30
1967-07-16,798,64.1,10.3,0.0,130.2000093,101.700005,20.7,25.800001,31.0,23.6,10.75,-0.4,0.0,1.2,-0.1,31
1967-08-16,799,52.4,9.3,0.0,130.2000093,116.0,22.0,26.6,31.300001,25.0,10.559999,0.2,0.1,0.9,0.5,31
1967-09-16,800,64.3,9.3,0.0,75.0,139.2,13.5,18.1,22.800001,16.1,15.469999,1.3,0.6,1.0,1.2,30
1967-10-16,801,43.9,12.400001,2.31,62.0,18.0,6.8,13.0,19.2,10.7,6.8199997,-1.1,0.5,0.3,0.9,31
1967-11-16,802,61.4,7.7000003,16.06,33.0,50.7,0.5,4.3,8.2,5.9,9.09,1.7,1.1,0.7,1.4,30
1967-12-16,803,14.400001,11.6,29.98,24.8,0.1,-9.900001,-4.1,1.7,2.8,0.31,-0.4,0.2,0.6,1.4,31
1968-01-16,804,43.8,11.400001,29.55,27.90000124,5.3,-9.1,-3.4,2.3,3.0,4.0,0.2,1.5,0.9,1.4,31
1968-02-15,805,41.4,12.6,27.24,37.7000029,1.1,-8.400001,-2.1000001,4.2000003,2.9,1.3199999,-0.5,-0.4,0.9,1.2,29
1968-03-16,806,56.4,13.900001,14.719999,74.39999999999999,11.1,1.2,8.1,15.1,6.3,4.65,-1.0,-1.0,-0.5,0.7,31
1968-04-16,807,58.3,14.3,2.6599998,99.0,51.7,6.5,13.6,20.800001,9.1,8.5199995,0.4,-0.4,0.6,0.4,30
1968-05-16,808,60.3,13.3,0.0,124.0,48.600002,12.2,18.800001,25.5,12.7,8.29,0.0,-0.3,-0.3,0.5,31
1968-06-16,809,54.2,14.900001,0.0,162.0,32.9,17.9,25.300001,32.8,15.6,5.97,-2.1,-1.0,-1.2,-0.3,30
1968-07-16,810,58.5,11.400001,0.0,142.6,82.8,20.4,26.1,31.800001,22.300001,9.849999,-0.8,-1.6,-1.4,-0.4,31
1968-08-16,811,56.4,9.7,0.0,117.8,122.0,18.800001,23.6,28.5,21.300001,12.809999,0.7,-0.9,-0.9,-0.2,31
1968-09-16,812,63.600002,8.7,0.0,78.00000299999999,137.90001,14.400001,18.7,23.1,16.5,14.12,1.4,0.8,0.0,-0.2,30
1968-10-16,813,48.5,10.6,2.75,55.800003100000005,102.4,6.5,11.8,17.1,10.400001,13.49,1.5,1.7,0.5,0.7,31
1968-11-16,814,44.3,10.8,15.0199995,33.0,36.100002,0.90000004,6.3,11.7,7.3,9.05,1.0,1.8,0.7,0.4,30
1968-12-16,815,33.3,8.7,23.68,24.8,6.8,-2.6000001,1.8000001,6.2000003,4.9,4.04,0.8,1.6,1.4,0.5,31
1969-01-16,816,32.9,9.900001,29.369999,27.90000124,12.3,-8.8,-3.8,1.2,2.8,4.47,1.4,1.4,2.0,0.6,31
1969-02-15,817,60.9,8.5,25.07,30.800000000000004,8.400001,-6.6,-2.3,2.0,3.3,4.95,1.2,1.5,2.0,0.7,28
1969-03-16,818,61.8,12.3,16.859999,65.1000031,18.4,0.4,6.5,12.7,6.0,5.56,0.3,1.2,2.0,0.9,31
1969-04-16,819,62.3,11.5,1.49,90.0,87.200005,7.4,13.1,18.9,9.5,11.59,1.9,1.8,2.0,1.3,30
1969-05-16,820,51.3,13.900001,0.0,133.29999999999998,36.0,13.2,20.1,27.1,15.0,7.22,-0.8,0.7,1.1,1.1,31
1969-06-16,821,59.5,14.0,0.0,147.0,17.0,16.800001,23.800001,30.800001,14.8,5.66,-1.9,-0.6,-0.1,1.1,30
1969-07-16,822,62.9,11.2,0.0,130.2000093,116.0,19.800001,25.4,31.0,23.2,13.299999,-0.2,-1.6,-0.4,1.4,31
1969-08-16,823,42.3,12.6,0.0,139.5,55.3,18.5,24.800001,31.1,21.1,8.47,-1.9,-1.9,-1.3,0.4,31
1969-09-16,824,66.4,8.900001,0.0,78.00000299999999,138.6,14.7,19.1,23.6,16.6,16.199999,1.5,-0.2,-0.5,0.5,30
1969-10-16,825,43.600002,11.2,0.65999997,62.0,24.4,8.3,13.900001,19.5,12.0,8.58,-1.0,-0.4,-1.3,-0.3,31
1969-11-16,826,49.0,11.7,22.46,36.0,16.4,-2.2,3.7,9.6,5.1,5.72,-0.3,0.6,-1.2,-0.5,30
1969-12-16,827,1.5,13.3,29.179998,27.90000124,0.2,-8.5,-1.8000001,4.9,3.0,0.32999998,-1.0,-1.2,-0.7,-0.6,31
1970-01-16,828,43.8,12.900001,29.66,31.0,0.0,-9.3,-2.8,3.7,2.5,0.29,-1.0,-1.0,-0.7,-0.8,31
1970-02-15,829,49.9,11.8,22.42,42.0,10.3,-3.6000001,2.3,8.2,4.3,4.99,0.0,-0.9,0.3,-0.9,28
1970-03-16,830,71.700005,10.6,20.77,58.9,14.1,-1.1,4.2000003,9.5,4.8,5.17,0.2,-0.2,-1.1,-0.9,31
1970-04-16,831,62.9,13.3,2.96,93.00000299999999,63.8,6.3,12.900001,19.6,8.900001,9.83,1.1,0.8,0.1,-1.1,30
1970-05-16,832,62.2,12.7,0.0,117.8,82.3,12.7,19.0,25.4,14.2,10.55,1.1,1.3,0.9,-0.6,31
1970-06-16,833,63.2,12.6,0.0,132.0,69.8,16.300001,22.6,28.9,16.4,8.95,0.4,1.2,0.9,0.0,30
1970-07-16,834,59.600002,11.400001,0.0,139.5,140.2,20.1,25.800001,31.5,22.5,11.59,0.1,0.7,0.9,0.2,31
1970-08-16,835,54.600002,9.2,0.0,120.89999999999999,107.1,20.2,24.800001,29.4,23.4,10.139999,-0.7,-0.2,0.5,0.6,31
1970-09-16,836,61.600002,10.2,0.0,78.00000299999999,100.4,13.0,18.1,23.2,15.900001,12.83,0.7,-0.1,0.7,0.1,30
1970-10-16,837,43.3,12.1,1.91,65.1000031,36.600002,7.1,13.1,19.2,10.6,8.75,-0.4,-0.2,0.3,0.3,31
1970-11-16,838,32.8,13.3,22.0,39.00000300000001,5.9,-1.9,4.8,11.5,5.7000003,2.56,-1.2,-0.1,-0.3,0.1,30
1970-12-16,839,20.5,11.900001,27.92,27.90000124,1.8000001,-6.8,-0.8,5.2000003,3.7,1.39,-0.6,-1.0,-0.5,0.1,31
1971-01-16,840,42.7,12.3,29.429998,31.0,11.900001,-8.900001,-2.7,3.5,2.9,4.7,0.7,-1.0,-0.5,0.3,31
1971-02-15,841,47.2,10.2,24.35,33.6,10.0,-5.7000003,-0.6,4.5,3.8,4.69,0.9,0.6,0.0,0.3,28
1971-03-16,842,57.9,12.1,17.13,65.1000031,8.6,0.3,6.3,12.400001,5.8,4.3199997,-0.6,0.1,-0.9,0.2,31
1971-04-16,843,64.9,12.1,1.38,90.0,47.2,7.5,13.5,19.6,9.8,8.5,0.4,0.2,-0.3,0.0,30
1971-05-16,844,50.4,15.400001,0.0,139.5,40.8,11.8,19.5,27.2,12.3,7.81,-1.0,-0.7,-0.5,-0.5,31
1971-06-16,845,67.0,11.7,0.0,126.000009,148.6,16.9,22.7,28.6,17.7,12.07,2.2,1.5,1.3,0.4,30
1971-07-16,846,60.600002,11.0,0.0,142.6,87.200005,21.800001,27.300001,32.8,24.2,11.79,-1.4,0.4,0.4,-0.1,31
1971-08-16,847,50.2,9.900001,0.0,127.1,131.1,19.9,24.800001,29.800001,22.800001,11.0199995,0.1,0.7,0.2,0.1,31
1971-09-16,848,65.1,9.400001,0.0,81.0,46.5,14.2,18.9,23.6,15.900001,10.969999,-0.8,-1.2,-0.1,-0.5,30
1971-10-16,849,47.3,11.8,2.45,65.1000031,51.2,6.7000003,12.6,18.5,9.6,8.36,0.3,-0.4,-0.1,-0.2,31
1971-11-16,850,41.8,10.8,13.99,39.00000300000001,75.8,1.3000001,6.7000003,12.1,6.9,9.849999,2.0,0.5,0.8,0.4,30
1971-12-16,851,4.3,10.7,27.92,24.8,9.2,-6.8,-1.4,4.0,3.7,3.4499998,1.2,1.5,-0.3,0.6,31
1972-01-16,852,32.8,8.8,27.59,24.8,16.0,-6.4,-2.0,2.4,3.9,5.25,1.7,2.4,0.6,0.6,31
1972-02-15,853,61.4,7.8,25.56,26.10000116,13.2,-6.1,-2.2,1.7,3.9,6.17,1.8,2.0,1.0,0.7,29
1972-03-16,854,63.9,10.5,10.53,62.0,31.4,2.8,8.0,13.3,7.3,7.0499997,1.1,2.0,2.4,1.0,31
1972-04-16,855,62.3,13.3,1.8399999,96.0,20.7,7.1,13.7,20.4,9.3,5.99,-1.0,0.5,1.9,0.7,30
1972-05-16,856,60.9,13.7,0.0,127.1,39.8,12.2,19.0,25.9,12.900001,7.3999996,-0.4,-0.4,0.5,0.9,31
1972-06-16,857,59.7,14.2,0.0,150.0,52.600002,17.6,24.7,31.800001,16.4,7.97,-0.8,-1.2,-0.2,-0.4,30
1972-07-16,858,64.3,10.400001,0.0,130.2000093,109.200005,19.9,25.1,30.300001,21.800001,11.15,-0.3,-0.9,-0.6,0.0,31
1972-08-16,859,50.4,10.400001,0.0,130.2000093,74.9,19.4,24.6,29.800001,21.4,10.3,-1.2,-1.3,-1.2,-0.5,31
1972-09-16,860,53.0,12.400001,0.0,90.0,78.700005,11.900001,18.1,24.300001,13.900001,8.9,-0.1,-1.0,-1.5,-0.2,30
1972-10-16,861,39.9,12.5,2.8999999,68.2,31.6,6.4,12.6,18.9,9.1,7.6,-0.9,-1.2,-1.5,-0.5,31
1972-11-16,862,29.6,10.900001,14.759999,39.00000300000001,36.2,1.0,6.4,11.900001,6.7000003,7.22,0.9,-0.3,-1.2,-0.9,30
1972-12-16,863,18.800001,9.900001,26.09,27.90000124,4.3,-4.8,0.2,5.2000003,3.7,2.59,-0.1,-0.3,-1.1,-1.0,31
1973-01-16,864,31.800001,9.5,27.59,27.90000124,11.5,-6.4,-1.6,3.2,3.6000001,4.8399997,1.1,1.0,-0.8,-1.0,31
1973-02-15,865,47.2,10.1,20.74,42.0,3.2,-2.0,3.1000001,8.2,4.6,2.74,-0.9,0.0,-0.4,-1.2,28
1973-03-16,866,63.4,11.0,8.79,71.3,16.6,3.5,9.0,14.5,6.7000003,5.56,-0.4,-0.3,-0.5,-1.4,31
1973-04-16,867,65.3,12.2,0.26999998,99.0,70.1,8.900001,15.0,21.1,9.900001,9.309999,1.6,0.8,1.1,-0.9,30
1973-05-16,868,66.0,11.8,0.0,114.7,53.0,12.3,18.2,24.1,12.8,8.3,0.4,1.0,0.9,-0.7,31
1973-06-16,869,67.1,11.6,0.0,132.0,58.600002,18.0,23.800001,29.6,17.800001,8.96,0.4,1.1,0.8,-0.3,30
1973-07-16,870,62.600002,9.6,0.0,130.2000093,167.6,20.4,25.2,30.0,22.6,12.2699995,1.3,1.2,1.3,0.4,31
1973-08-16,871,53.9,9.900001,0.0,133.29999999999998,119.700005,21.1,26.0,31.0,22.5,11.83,-0.4,0.7,1.1,0.7,31
1973-09-16,872,58.0,10.0,0.0,81.0,77.8,13.900001,18.9,23.9,16.6,11.96,-0.1,0.4,1.0,0.7,30
1973-10-16,873,55.600002,9.2,1.42,52.699999999999996,86.5,7.5,12.1,16.7,10.8,12.03,1.1,0.1,0.8,1.2,31
1973-11-16,874,22.5,12.6,16.83,42.0,3.7,0.2,6.5,12.8,6.0,3.03,-1.5,0.1,0.5,0.8,30
1973-12-16,875,0.0,13.6,28.25,34.1,0.0,-7.2000003,-0.4,6.4,3.0,0.14999999,-1.5,0.0,0.3,0.7,31
1974-01-16,876,36.8,8.900001,27.32,27.90000124,9.6,-6.1,-1.6,2.9,3.5,4.5499997,0.8,-1.5,-0.3,0.7,31
1974-02-15,877,56.100002,9.400001,23.0,36.4000028,7.5,-4.2000003,0.5,5.2000003,3.8,4.69,0.4,0.0,0.0,0.8,28
1974-03-16,878,61.5,11.2,15.5199995,68.2,40.100002,0.90000004,6.5,12.1,5.4,6.3199997,1.1,1.2,0.5,1.0,31
1974-04-16,879,47.600002,14.1,1.0699999,114.0,17.5,7.8,14.8,21.9,8.8,5.0299997,-1.6,-0.5,-1.1,0.3,30
1974-05-16,880,54.8,13.0,0.0,127.1,66.700005,12.900001,19.4,25.9,14.6,9.71,0.6,-0.1,-0.1,0.4,31
1974-06-16,881,61.600002,13.2,0.0,141.000009,52.9,16.6,23.2,29.800001,15.900001,8.05,-0.5,-0.8,-0.3,0.1,30
1974-07-16,882,63.4,11.1,0.0,136.4,66.200005,20.4,25.9,31.5,22.2,9.75,-2.2,-1.5,-1.4,-1.3,31
1974-08-16,883,46.4,10.8,0.0,133.29999999999998,65.4,19.0,24.4,29.800001,20.5,8.04,-1.7,-2.2,-1.9,-1.6,31
1974-09-16,884,60.0,10.5,0.0,84.0,119.0,13.8,19.0,24.300001,15.6,12.929999,0.8,-1.5,-1.7,-1.3,30
1974-10-16,885,56.0,9.400001,1.66,55.800003100000005,72.3,7.3,12.0,16.7,10.2,11.24,1.1,0.0,-0.9,-1.3,31
1974-11-16,886,51.8,9.0,10.929999,33.0,31.0,2.5,7.0,11.5,7.8,8.13,0.6,1.2,-1.0,-1.0,30
1974-12-16,887,40.4,6.7000003,26.769999,18.599999999999998,22.300001,-5.5,-2.1000001,1.3000001,4.0,6.31,2.5,1.6,-0.6,-0.7,31
1975-01-16,888,43.8,10.400001,26.48,31.0,1.7,-5.2000003,0.0,5.2000003,3.7,2.22,-0.8,1.3,0.4,-0.7,31
1975-02-15,889,41.2,11.5,22.32,44.800000000000004,6.3,-3.5,2.3,8.1,3.9,3.4399998,-0.9,0.9,1.3,-0.8,28
1975-03-16,890,60.600002,11.1,10.78,71.3,11.8,2.7,8.2,13.8,6.2000003,5.17,-0.8,-1.2,0.9,-1.1,31
1975-04-16,891,70.5,10.8,0.97999996,87.0,85.3,7.9,13.3,18.7,9.3,10.98,1.9,0.9,1.4,-0.3,30
1975-05-16,892,64.8,12.1,0.0,117.8,21.6,12.0,18.0,24.1,12.400001,7.3599997,-0.9,0.3,0.5,-0.7,31
1975-06-16,893,65.3,12.8,0.0,138.0,52.7,17.800001,24.2,30.6,17.300001,9.92,-0.1,0.4,-0.1,-0.6,30
1975-07-16,894,68.3,9.3,0.0,127.1,169.7,21.1,25.7,30.4,23.4,13.91,0.8,0.0,0.4,0.6,31
1975-08-16,895,50.7,9.900001,0.0,133.29999999999998,60.2,21.2,26.1,31.1,24.0,9.33,-1.0,-0.3,-0.1,0.8,31
1975-09-16,896,74.8,6.3,0.0,72.0,179.5,17.0,20.1,23.300001,18.7,17.5,1.8,1.1,1.1,1.4,30
1975-10-16,897,62.5,7.8,0.02,52.699999999999996,74.700005,9.7,13.6,17.5,12.2,12.79,1.3,1.3,1.0,1.4,31
1975-11-16,898,44.8,9.2,12.44,39.00000300000001,14.400001,1.9,6.5,11.1,6.5,5.39,-0.7,1.8,1.1,1.2,30
1975-12-16,899,13.400001,9.5,27.76,24.8,16.5,-6.6,-1.8000001,3.0,3.3,5.2799997,1.6,1.1,1.4,1.1,31
1976-01-16,900,42.9,12.1,28.55,34.1,0.1,-7.6,-1.5,4.6,2.5,0.29999998,-1.5,-0.5,1.1,1.0,31
1976-02-15,901,54.600002,8.900001,19.67,40.599999999999994,30.4,-1.2,3.3,7.8,5.1,7.74,2.3,1.6,2.0,1.3,29
1976-03-16,902,62.5,10.900001,15.5199995,65.1000031,7.7000003,0.90000004,6.3,11.8,5.5,3.9499998,-0.6,0.3,1.1,1.3,31
1976-04-16,903,72.5,11.2,2.24,84.0,79.1,6.8,12.400001,18.0,9.1,11.2,1.9,1.8,1.3,1.3,30
1976-05-16,904,56.8,12.8,0.0,124.0,20.5,11.900001,18.300001,24.7,12.2,5.7799997,-1.2,0.1,0.7,1.3,31
1976-06-16,905,61.600002,12.5,0.0,135.0,39.100002,16.4,22.6,28.9,16.1,7.5899997,-0.5,0.0,0.1,1.2,30
1976-07-16,906,65.5,10.5,0.0,130.2000093,109.0,19.7,24.9,30.2,21.6,11.44,0.0,-0.9,0.2,1.0,31
1976-08-16,907,65.3,8.0,0.0,105.39999999999999,218.1,19.1,23.1,27.1,22.0,14.82,2.0,1.1,1.0,2.2,31
1976-09-16,908,58.600002,10.1,0.0,84.0,51.9,14.2,19.2,24.300001,16.800001,10.05,-1.1,0.8,0.6,1.0,30
1976-10-16,909,42.8,11.400001,0.83,65.1000031,29.7,8.1,13.8,19.5,11.400001,8.34,-0.7,0.6,-0.2,0.4,31
1976-11-16,910,34.100002,10.1,21.539999,36.0,18.6,-1.7,3.4,8.5,4.9,4.77,-0.1,-1.2,0.1,0.4,30
1976-12-16,911,20.300001,10.3,27.05,27.90000124,7.4,-5.8,-0.6,4.6,3.6000001,3.5,0.4,-0.6,0.4,0.3,31
1977-01-16,912,35.8,9.5,29.929998,24.8,4.7000003,-9.8,-5.0,-0.3,2.6000001,3.1,0.6,0.2,0.5,0.5,31
