time,Unnamed: 0,cld,dtr,frs,pet,pre,tmn,tmp,tmx,vap,wet,spei01,spei03,spei06,spei12,days_in_month
1945-03-16,530,61.3,11.5,14.45,68.2,12.8,1.3000001,7.0,12.8,5.7000003,4.0899997,-0.2,0.7,0.3,0.4,31
1945-04-16,531,62.5,13.1,0.01,111.0,33.0,9.8,16.300001,22.9,9.8,7.5099998,-0.8,-0.3,0.1,0.0,30
1945-05-16,532,61.3,16.5,0.0,142.6,23.6,12.5,20.7,29.0,11.2,5.8799996,-1.4,-1.3,-0.9,-0.2,31
1945-06-16,533,57.9,14.0,0.0,156.000009,44.2,18.9,25.9,32.9,16.7,7.47,-0.9,-1.6,-1.2,-0.7,30
1945-07-16,534,60.0,12.0,0.0,142.6,116.3,20.6,26.6,32.600002,22.300001,11.48,-0.3,-1.5,-1.3,-0.6,31
1945-08-16,535,57.5,10.6,0.0,127.1,171.3,21.2,26.5,31.800001,24.2,13.9,1.0,-0.1,-0.8,-0.8,31
1945-09-16,536,63.100002,9.900001,0.0,84.0,98.1,15.8,20.7,25.7,19.0,12.969999,0.3,0.4,-0.6,-0.4,30
1945-10-16,537,44.2,12.8,1.11,68.2,18.9,7.8,14.2,20.6,11.3,6.1,-1.0,0.3,-0.7,-0.6,31
1945-11-16,538,48.2,10.400001,7.5899997,39.00000300000001,30.7,3.9,9.1,14.3,8.6,7.46,0.4,-0.2,-0.3,-0.7,30
1945-12-16,539,41.2,12.1,27.23,27.90000124,12.6,-6.0,0.1,6.2000003,3.8,4.18,0.7,-0.5,0.2,-0.6,31
1946-01-16,540,43.8,12.3,27.59,31.0,2.5,-6.4,-0.2,6.0,3.6000001,1.73,-1.0,0.2,0.3,-0.7,31
1946-02-15,541,47.100002,13.900001,21.6,47.6,14.8,-2.8,4.2000003,11.2,4.4,5.42,-0.8,-0.6,-0.4,-0.9,28
1946-03-16,542,61.3,10.900001,15.5199995,62.0,37.8,0.90000004,6.3,11.8,6.1,7.43,1.2,0.4,-0.3,-0.7,31
1946-04-16,543,62.600002,14.2,0.26999998,108.00000299999999,30.7,8.900001,16.0,23.1,9.900001,7.19,-0.8,-0.1,0.0,-0.7,30
1946-05-16,544,61.3,13.0,0.0,124.0,97.8,12.2,18.7,25.2,12.7,11.09,1.2,0.9,0.6,0.1,31
1946-06-16,545,58.0,13.5,0.0,147.0,86.700005,17.800001,24.5,31.300001,16.800001,10.3,0.3,0.4,0.5,0.4,30
1946-07-16,546,60.0,11.400001,0.0,139.5,104.1,20.7,26.4,32.100002,23.800001,11.389999,-0.4,0.5,0.3,0.4,31
1946-08-16,547,54.7,11.900001,0.0,130.2000093,131.5,20.0,25.9,31.9,23.2,11.91,0.2,-0.1,0.4,0.0,31
1946-09-16,548,62.600002,10.1,0.0,81.0,96.700005,14.5,19.5,24.6,17.5,12.719999,0.4,-0.1,0.2,0.1,30
1946-10-16,549,44.100002,12.8,0.83,68.2,35.600002,8.1,14.5,20.9,11.5,7.69,-0.5,0.0,0.3,0.2,31
1946-11-16,550,43.0,11.2,13.99,39.00000300000001,47.100002,1.3000001,6.9,12.5,7.0,9.08,1.0,0.3,0.0,0.3,30
1946-12-16,551,41.3,11.2,28.01,27.90000124,2.0,-6.9,-1.3000001,4.3,3.3,1.22,-0.4,0.0,-0.1,0.2,31
1947-01-16,552,43.8,10.2,27.41,27.90000124,9.1,-6.2000003,-1.1,4.0,3.6000001,4.1,0.3,0.8,0.2,0.3,31
1947-02-15,553,51.7,12.7,24.6,39.199999999999996,3.0,-6.0,0.4,6.8,3.5,2.44,-0.8,-0.5,0.1,0.3,28
1947-03-16,554,61.3,15.0,17.92,77.5,12.400001,0.0,7.5,15.0,5.1,3.36,-1.0,-1.1,-0.6,-0.1,31
1947-04-16,555,62.5,15.2,0.79999995,114.0,28.2,8.1,15.7,23.300001,8.5,6.72,-1.1,-1.4,-0.8,-0.2,30
1947-05-16,556,61.3,15.0,0.0,136.4,45.8,13.1,20.6,28.1,13.1,7.93,-0.5,-1.3,-1.3,-0.6,31
1947-06-16,557,56.2,14.400001,0.0,150.0,77.8,17.300001,24.5,31.7,17.1,9.76,0.2,-0.7,-1.0,-0.6,30
1947-07-16,558,58.4,12.5,0.0,151.9,126.700005,21.1,27.300001,33.600002,22.0,12.009999,-0.3,-0.4,-1.1,-0.7,31
1947-08-16,559,55.9,10.2,0.0,120.89999999999999,137.1,19.800001,24.9,30.0,23.2,12.65,0.5,0.1,-0.7,-0.6,31
1947-09-16,560,59.9,9.8,0.0,81.0,116.0,14.1,19.0,23.9,17.1,13.84,0.7,0.4,-0.1,-0.4,30
1947-10-16,561,56.100002,10.400001,2.1699998,55.800003100000005,52.4,6.9,12.1,17.300001,10.2,9.95,0.5,0.8,0.3,-0.1,31
1947-11-16,562,31.5,13.1,18.359999,42.0,15.400001,-0.4,6.2000003,12.8,6.2000003,4.4,-0.5,0.6,0.4,-0.4,30
1947-12-16,563,41.3,11.3,28.17,24.8,7.8,-7.1,-1.4,4.3,3.6000001,3.1999998,0.7,0.2,0.4,-0.3,31
1948-01-16,564,43.7,12.900001,29.179998,31.0,16.9,-8.5,-2.0,4.5,3.2,5.54,0.4,-0.1,0.7,-0.3,31
1948-02-15,565,54.600002,11.8,23.22,40.599999999999994,13.7,-3.6000001,2.3,8.2,4.6,4.75,0.6,0.8,0.6,-0.2,29
1948-03-16,566,61.4,10.5,10.2699995,65.1000031,47.0,2.9,8.1,13.400001,7.0,8.26,1.4,1.4,0.8,0.2,31
1948-04-16,567,62.600002,12.7,0.14,99.0,46.7,9.2,15.5,21.9,11.0,8.72,0.2,1.0,0.7,0.5,30
1948-05-16,568,61.3,13.6,0.0,124.0,32.100002,11.6,18.4,25.2,12.1,6.8599997,-0.5,0.4,0.6,0.6,31
1948-06-16,569,60.3,12.5,0.0,147.0,99.6,18.6,24.800001,31.1,17.300001,10.73,0.9,0.3,0.8,0.8,30
1948-07-16,570,58.4,12.8,0.0,145.7000093,78.9,20.6,27.0,33.4,23.1,9.82,-1.3,-0.6,0.0,0.5,31
1948-08-16,571,54.3,11.5,0.0,130.2000093,96.6,20.2,25.9,31.7,23.300001,11.0,-0.4,-0.6,-0.3,0.1,31
1948-09-16,572,62.8,10.1,0.0,84.0,119.0,15.8,20.800001,25.9,18.1,14.259999,0.7,-0.6,-0.3,0.1,30
1948-10-16,573,48.7,11.900001,1.78,65.1000031,36.3,7.2000003,13.1,19.1,10.1,8.3,-0.4,-0.1,-0.5,-0.1,31
1948-11-16,574,44.2,10.7,18.109999,36.0,23.2,-0.3,5.1,10.5,5.8,6.48,0.3,0.4,-0.3,0.0,30
1948-12-16,575,41.3,10.3,25.25,27.90000124,17.0,-4.0,1.2,6.4,4.5,5.14,1.1,0.0,-0.6,0.0,31
1949-01-16,576,43.7,12.400001,28.55,31.0,3.3,-7.6,-1.4,4.8,3.3,1.77,-0.4,0.4,0.0,0.0,31
1949-02-15,577,54.8,11.400001,21.279999,39.199999999999996,12.3,-2.5,3.2,8.900001,4.9,5.0499997,0.5,0.7,0.4,0.0,28
1949-03-16,578,61.4,11.900001,14.19,68.2,33.3,1.4,7.3,13.3,6.3,7.04,0.7,0.6,0.2,-0.2,31
1949-04-16,579,62.600002,13.400001,1.9699999,96.0,28.5,7.0,13.7,20.4,9.2,6.8999996,-0.2,0.3,0.4,-0.3,30
1949-05-16,580,61.3,14.2,0.0,130.2000093,52.600002,13.1,20.2,27.300001,13.400001,8.47,-0.1,0.1,0.2,-0.2,31
1949-06-16,581,60.8,12.7,0.0,141.000009,33.100002,18.1,24.4,30.800001,18.1,6.45,-0.7,-0.6,-0.3,-0.6,30
1949-07-16,582,59.2,10.7,0.0,133.29999999999998,135.5,20.7,26.0,31.4,24.6,12.849999,0.3,-0.3,-0.1,-0.1,31
1949-08-16,583,56.4,10.400001,0.0,117.8,181.40001,19.300001,24.5,29.7,23.300001,14.599999,0.8,0.2,0.2,0.4,31
1949-09-16,584,67.3,8.5,0.0,75.0,265.7,15.2,19.4,23.7,17.9,20.38,1.6,1.5,0.9,1.0,30
1949-10-16,585,58.2,10.0,0.19,58.9,46.2,9.1,14.1,19.1,11.7,9.309999,0.3,1.5,1.0,1.1,31
1949-11-16,586,42.100002,11.0,15.799999,36.0,14.2,0.6,6.1,11.6,6.9,5.19,-0.1,1.3,1.0,1.0,30
1949-12-16,587,41.3,10.3,27.41,21.7,8.0,-6.2000003,-1.0,4.2000003,4.3,3.6799998,1.1,0.3,1.4,1.0,31
1950-01-16,588,43.8,11.900001,27.32,27.90000124,4.7000003,-6.1,-0.1,5.9,4.3,2.97,0.3,0.3,1.5,1.0,31
1950-02-15,589,55.3,11.1,24.01,33.6,14.6,-5.3,0.3,5.9,4.3,5.49,1.1,1.2,1.4,1.1,28
1950-03-16,590,61.4,12.900001,13.12,68.2,14.7,1.8000001,8.2,14.7,7.0,4.7799997,-0.1,0.4,0.3,0.9,31
1950-04-16,591,62.600002,12.3,1.49,90.0,66.700005,7.4,13.5,19.7,10.3,10.29,1.2,1.1,1.0,1.2,30
1950-05-16,592,61.3,14.0,0.0,120.89999999999999,52.8,11.900001,18.9,25.9,13.6,8.66,0.3,0.7,1.0,1.3,31
1950-06-16,593,57.9,13.8,0.0,141.000009,45.8,16.300001,23.2,30.1,16.9,7.17,0.0,0.6,0.7,1.5,30
1950-07-16,594,59.4,12.3,0.0,139.5,97.4,20.5,26.6,32.8,24.0,10.929999,-0.2,-0.1,0.4,1.4,31
1950-08-16,595,52.9,12.3,0.0,127.1,76.8,18.9,25.0,31.2,23.4,9.429999,-0.7,-0.6,-0.2,0.9,31
1950-09-16,596,60.2,11.3,0.0,81.0,62.100002,13.1,18.7,24.4,16.6,10.469999,-0.3,-0.8,-0.3,-0.1,30
1950-10-16,597,63.5,9.2,1.01,49.6,119.700005,7.9,12.5,17.1,11.8,14.259999,1.7,0.3,0.1,0.5,31
1950-11-16,598,45.8,10.6,19.119999,33.0,19.6,-0.7,4.6,9.900001,6.5,5.96,0.2,0.8,0.0,0.5,30
1950-12-16,599,41.3,11.900001,28.699999,24.8,5.4,-7.8,-1.8000001,4.2000003,3.6000001,2.76,0.3,1.5,0.1,0.4,31
1951-01-16,600,42.5,11.900001,29.609999,24.8,6.9,-9.2,-3.2,2.8,3.4,3.56,0.9,0.5,0.3,0.4,31
1951-02-15,601,61.5,8.6,23.47,28.0,12.8,-4.7000003,-0.4,3.9,4.4,5.98,1.6,1.4,1.1,0.5,28
1951-03-16,602,57.9,13.3,20.01,68.2,16.6,-0.8,5.9,12.6,5.2000003,4.5299997,-0.2,0.9,1.7,0.5,31
1951-04-16,603,61.2,13.0,5.46,90.0,49.5,4.9,11.400001,17.9,8.0,9.86,0.4,0.7,0.7,0.3,30
1951-05-16,604,55.4,14.6,0.0,127.1,65.3,11.6,18.9,26.2,14.0,9.58,0.8,0.6,1.0,0.5,31
1951-06-16,605,52.7,14.8,0.0,156.000009,45.7,17.4,24.800001,32.2,17.1,7.1099997,-1.0,0.0,0.3,0.2,30
1951-07-16,606,64.200005,10.6,0.0,127.1,136.0,19.800001,25.1,30.4,23.2,13.99,0.0,-0.2,0.1,0.3,31
1951-08-16,607,52.8,10.400001,0.0,124.0,102.6,20.2,25.4,30.6,24.7,11.139999,0.0,-0.5,-0.1,0.6,31
1951-09-16,608,56.0,11.3,0.0,84.0,85.5,12.7,18.300001,24.0,16.1,12.42,-0.1,-0.2,-0.2,0.7,30
1951-10-16,609,47.7,12.3,0.32999998,65.1000031,59.9,8.8,14.900001,21.1,12.7,10.75,0.5,0.0,-0.1,0.2,31
1951-11-16,610,44.600002,11.2,17.09,33.0,31.9,0.1,5.7000003,11.3,7.1,8.54,0.8,0.4,-0.3,0.2,30
1951-12-16,611,4.5,13.900001,27.05,31.0,6.6,-5.8,1.2,8.2,4.4,3.52,-0.4,0.6,0.1,0.2,31
1952-01-16,612,42.3,13.8,28.699999,31.0,3.3,-7.8,-0.90000004,6.0,3.4,2.04,-1.1,0.2,0.0,0.1,31
1952-02-15,613,52.7,10.0,25.64,31.900000000000002,14.3,-6.2000003,-1.2,3.8,3.8,5.6099997,1.7,0.5,0.4,0.1,29
1952-03-16,614,68.0,9.8,14.99,58.9,40.3,1.1,6.0,10.900001,6.0,7.64,1.9,1.8,1.4,0.5,31
1952-04-16,615,69.0,14.400001,1.49,96.0,56.5,7.4,14.6,21.800001,10.2,9.11,0.9,2.0,1.7,0.6,30
1952-05-16,616,65.0,11.1,0.0,111.6000031,57.4,13.2,18.7,24.300001,14.8,10.13,0.7,1.6,1.5,0.6,31
1952-06-16,617,58.2,15.0,0.0,150.0,68.8,16.800001,24.300001,31.800001,16.7,8.849999,-0.3,0.5,1.1,0.8,30
1952-07-16,618,66.9,10.3,0.0,124.0,107.5,20.800001,25.9,31.1,25.4,12.219999,-0.4,-0.2,0.9,0.7,31
1952-08-16,619,57.0,10.6,0.0,117.8,136.8,18.6,23.9,29.2,21.6,12.799999,0.2,-0.4,0.6,0.7,31
1952-09-16,620,55.9,12.2,0.0,87.0,82.8,13.900001,20.0,26.1,17.7,11.67,-0.4,-0.5,-0.1,0.6,30
1952-10-16,621,44.8,12.8,3.9099998,62.0,42.8,5.8,12.2,18.6,10.0,9.54,-0.2,-0.4,-0.4,0.4,31
1952-11-16,622,59.2,8.6,12.19,30.0,44.2,2.0,6.3,10.6,7.5,9.75,1.7,0.2,-0.2,0.6,30
1952-12-16,623,11.1,11.1,29.05,21.7,5.0,-8.3,-2.7,2.9,3.6000001,2.58,0.5,0.9,-0.1,0.6,31
1953-01-16,624,43.600002,13.8,29.72,27.90000124,7.5,-9.400001,-2.5,4.4,3.2,3.23,0.3,1.7,0.2,0.7,31
1953-02-15,625,47.5,12.3,23.74,36.4000028,5.9,-5.0,1.2,7.4,4.4,3.4099998,0.1,0.5,0.2,0.6,28
1953-03-16,626,60.8,13.2,13.92,71.3,24.0,1.5,8.1,14.7,6.7000003,6.3199997,0.2,0.3,0.8,0.2,31
1953-04-16,627,61.2,14.900001,5.8599997,96.0,26.9,4.7000003,12.1,19.6,8.3,7.1299996,-0.6,-0.3,0.8,-0.1,30
1953-05-16,628,57.9,15.900001,0.0,130.2000093,56.9,11.3,19.2,27.2,13.7,8.82,0.2,-0.2,-0.1,-0.2,31
1953-06-16,629,59.3,14.400001,0.0,144.0,79.5,17.2,24.4,31.6,18.0,9.679999,0.6,0.1,0.2,0.1,30
1953-07-16,630,69.200005,9.900001,0.0,127.1,173.2,21.5,26.4,31.4,25.1,14.95,1.7,1.5,1.2,1.0,31
1953-08-16,631,54.5,9.400001,0.0,124.0,89.1,21.300001,26.0,30.7,25.6,10.469999,-0.1,1.2,0.9,0.9,31
1953-09-16,632,49.0,13.900001,0.0,93.00000299999999,43.0,12.8,19.7,26.7,16.300001,8.2,-1.7,0.0,0.1,0.4,30
1953-10-16,633,46.9,12.7,0.45,68.2,51.0,8.6,14.900001,21.300001,11.7,10.01,-0.2,-1.2,0.1,0.4,31
1953-11-16,634,41.100002,10.3,15.28,33.0,24.2,0.8,5.9,11.1,7.3,7.2,0.5,-1.2,0.2,0.1,30
1953-12-16,635,24.5,10.400001,27.14,24.8,12.900001,-5.9,-0.7,4.5,4.2000003,4.29,1.5,0.3,0.1,0.2,31
1954-01-16,636,47.3,9.1,27.23,27.90000124,14.7,-6.0,-1.4,3.2,3.6000001,5.73,1.3,1.3,-0.8,0.3,31
1954-02-15,637,54.8,10.5,22.32,36.4000028,17.4,-3.5,1.8000001,7.1,4.6,5.75,1.6,1.9,-0.5,0.4,28
1954-03-16,638,57.5,13.2,18.98,68.2,9.6,-0.4,6.2000003,12.8,5.5,3.97,-0.7,0.6,0.5,0.3,31
1954-04-16,639,66.0,13.8,1.7199999,96.0,41.600002,7.2000003,14.1,21.0,9.6,8.0199995,-0.2,-0.1,0.6,0.3,30
1954-05-16,640,69.6,12.2,0.0,111.6000031,85.5,12.0,18.1,24.2,12.7,10.219999,1.7,0.8,1.4,0.8,31
1954-06-16,641,63.0,12.7,0.0,132.0,72.8,16.4,22.7,29.1,17.300001,8.55,0.7,1.2,1.2,0.9,30
1954-07-16,642,66.9,10.3,0.0,124.0,128.2,19.5,24.6,29.800001,22.5,12.349999,0.8,1.5,1.3,0.5,31
1954-08-16,643,63.4,8.5,0.0,108.5,169.3,19.800001,24.0,28.300001,24.0,14.53,1.6,1.6,1.7,1.2,31
1954-09-16,644,59.4,10.2,0.0,81.0,53.3,14.2,19.300001,24.4,17.1,11.84,-0.9,0.9,1.4,1.5,30
1954-10-16,645,47.5,12.3,2.75,62.0,50.100002,6.5,12.6,18.800001,10.400001,8.929999,0.3,0.6,1.4,1.5,31
1954-11-16,646,48.100002,10.8,11.94,39.00000300000001,39.100002,2.1000001,7.5,12.900001,7.4,8.15,0.9,-0.2,1.1,1.6,30
1954-12-16,647,34.5,8.0,29.429998,18.599999999999998,21.9,-8.900001,-4.9,-0.90000004,2.9,6.0499997,2.5,1.2,1.3,1.7,31
1955-01-16,648,42.9,12.1,30.619999,24.8,1.7,-11.5,-5.4,0.7,2.6000001,1.5899999,0.2,1.7,1.1,1.6,31
1955-02-15,649,45.9,13.0,22.119999,44.800000000000004,5.8,-3.3,3.2,9.7,4.3,3.83,-1.0,1.2,0.1,1.4,28
1955-03-16,650,68.9,11.1,14.99,62.0,25.0,1.1,6.6,12.2,6.0,7.1099997,1.1,0.6,1.3,1.7,31
1955-04-16,651,65.4,13.3,1.9699999,99.0,22.6,7.0,13.6,20.300001,8.6,6.2999997,-0.8,-0.2,0.8,1.6,30
1955-05-16,652,58.5,14.6,0.0,139.5,15.5,12.7,20.0,27.300001,11.6,4.63,-1.8,-1.1,-0.7,0.7,31
1955-06-16,653,57.3,15.400001,0.0,156.000009,27.5,17.300001,25.0,32.7,15.400001,5.5699997,-2.0,-2.1,-1.7,0.0,30
1955-07-16,654,63.0,11.3,0.0,136.4,125.3,20.4,26.0,31.7,22.4,12.16,-0.3,-2.1,-1.7,-0.5,31
1955-08-16,655,51.4,9.6,0.0,130.2000093,123.5,21.300001,26.1,30.9,24.1,11.54,0.6,-0.7,-1.2,-1.0,31
1955-09-16,656,67.6,8.8,0.0,78.00000299999999,144.5,15.400001,19.800001,24.2,17.9,16.41,1.0,0.7,-0.9,-0.3,30
1955-10-16,657,50.7,10.6,2.1699998,58.9,64.6,6.9,12.2,17.5,10.3,10.32,0.4,1.0,-0.6,-0.2,31
1955-11-16,658,18.300001,14.8,22.23,45.0,4.6,-2.0,5.4,12.8,5.3,2.33,-1.7,0.5,-0.3,-0.6,30
1955-12-16,659,5.1,12.8,25.88,31.0,11.1,-4.6,1.8000001,8.2,4.2000003,4.23,0.3,-0.4,0.4,-0.8,31
1956-01-16,660,43.600002,11.400001,29.31,31.0,15.8,-8.7,-3.0,2.7,2.7,5.8199997,1.1,-0.8,0.7,-0.8,31
1956-02-15,661,45.8,12.2,24.96,43.5,0.8,-5.4,0.7,6.8,3.4,1.13,-1.2,0.0,0.4,-0.8,29
1956-03-16,662,70.1,10.7,14.719999,62.0,44.5,1.2,6.5,11.900001,5.7000003,7.5499997,1.4,1.1,0.1,-0.7,31
1956-04-16,663,58.9,13.0,1.17,99.0,60.3,7.7000003,14.2,20.7,9.8,9.719999,1.1,1.2,0.6,-0.3,30
1956-05-16,664,58.3,14.3,0.0,127.1,40.0,10.900001,18.0,25.2,11.8,7.96,-1.0,0.5,0.5,-0.1,31
1956-06-16,665,71.3,10.2,0.0,114.0,174.40001,17.2,22.300001,27.4,19.0,14.19,2.8,2.5,2.5,1.9,30
1956-07-16,666,59.600002,11.8,0.0,139.5,113.700005,20.0,25.9,31.800001,22.5,12.0,-0.4,1.7,2.0,1.9,31
1956-08-16,667,63.5,8.5,0.0,108.5,217.6,19.5,23.7,28.0,22.300001,15.559999,2.1,2.7,2.7,2.7,31
1956-09-16,668,47.600002,13.3,0.0,96.0,19.6,13.5,20.1,26.800001,16.6,6.7999997,-2.3,0.1,1.8,1.7,30
1956-10-16,669,40.7,12.6,2.6,65.1000031,41.9,6.6,12.900001,19.2,9.900001,9.34,-0.8,0.1,1.3,1.3,31
1956-11-16,670,19.7,14.400001,23.91,39.00000300000001,4.2000003,-3.5,3.7,10.900001,4.9,3.06,-1.2,-2.4,1.4,1.4,30
1956-12-16,671,18.9,11.2,28.55,27.90000124,1.5,-7.6,-2.0,3.6000001,3.0,1.6899999,-0.8,-1.4,-0.5,1.3,31
1957-01-16,672,40.7,9.0,28.98,21.7,17.4,-8.2,-3.7,0.8,3.3,6.44,2.0,-0.3,-0.1,1.4,31
1957-02-15,673,51.2,11.3,25.99,33.6,4.6,-7.9,-2.2,3.5,3.1000001,3.1699998,0.5,1.1,-1.9,1.5,28
1957-03-16,674,52.600002,13.3,18.19,71.3,13.3,-0.1,6.6,13.3,5.6,4.81,-0.6,0.6,-0.9,1.2,31
1957-04-16,675,59.5,13.3,1.5999999,99.0,71.4,7.3,13.900001,20.6,9.5,10.599999,1.3,0.8,0.4,1.3,30
1957-05-16,676,67.8,12.5,0.0,117.8,64.700005,11.8,18.0,24.300001,11.900001,9.2699995,0.7,0.9,1.1,1.6,31
1957-06-16,677,64.1,12.8,0.0,135.0,84.6,16.4,22.800001,29.2,16.300001,9.66,1.0,1.5,1.4,0.5,30
1957-07-16,678,66.6,11.1,0.0,130.2000093,186.0,20.300001,25.800001,31.4,23.1,13.74,1.9,1.9,2.0,1.5,31
1957-08-16,679,45.4,11.900001,0.0,136.4,30.2,19.4,25.300001,31.300001,21.800001,6.3399997,-2.6,0.4,0.8,-0.6,31
1957-09-16,680,54.8,12.2,0.0,87.0,14.6,11.7,17.800001,23.9,13.8,6.81,-2.1,-1.2,-0.1,-0.5,30
1957-10-16,681,30.5,15.2,4.45,74.39999999999999,42.600002,5.5,13.1,20.7,8.6,6.18,-0.6,-2.6,-0.6,-0.4,31
1957-11-16,682,39.3,10.8,10.929999,42.0,24.0,2.5,7.9,13.3,7.0,6.92,0.1,-1.8,-0.9,-0.2,30
1957-12-16,683,20.5,10.0,25.039999,27.90000124,1.7,-3.8,1.2,6.2000003,4.6,1.8,-0.6,-0.6,-1.3,-0.2,31
1958-01-16,684,43.8,10.8,29.179998,31.0,13.1,-8.5,-3.1000001,2.3,2.5,4.0,1.0,0.2,-2.2,-0.3,31
1958-02-15,685,40.4,14.3,24.09,47.6,0.3,-5.4,1.8000001,9.0,3.2,0.66999996,-1.9,-1.0,-1.8,-0.5,28
1958-03-16,686,57.4,13.400001,15.259999,74.39999999999999,30.7,1.0,7.7000003,14.400001,5.6,6.23,0.2,-0.3,-0.7,-0.4,31
1958-04-16,687,64.3,11.8,0.64,96.0,53.8,8.3,14.2,20.1,9.6,9.3,0.7,0.0,0.0,-0.6,30
1958-05-16,688,63.8,11.8,0.0,117.8,63.100002,12.6,18.5,24.4,12.7,9.76,0.7,0.8,0.4,-0.6,31
1958-06-16,689,67.700005,11.8,0.0,135.0,88.200005,18.300001,24.2,30.1,17.1,10.24,0.5,0.8,0.6,-0.8,30
1958-07-16,690,71.200005,8.3,0.0,124.0,226.7,22.300001,26.4,30.6,25.1,16.58,2.3,2.1,2.0,-0.4,31
1958-08-16,691,63.7,7.8,0.0,105.39999999999999,241.8,19.1,23.0,26.9,21.9,15.33,2.3,2.8,2.8,1.9,31
1958-09-16,692,55.2,10.5,0.0,87.0,51.100002,14.6,19.800001,25.1,17.1,10.61,-1.0,2.7,2.5,2.2,30
1958-10-16,693,47.7,10.7,2.45,58.9,70.5,6.7000003,12.0,17.4,10.1,11.17,1.0,1.6,2.4,2.3,31
1958-11-16,694,48.7,8.5,13.469999,33.0,61.4,1.5,5.7000003,10.0,6.6,8.42,1.7,0.5,2.6,2.6,30
1958-12-16,695,17.7,10.900001,24.71,31.0,11.400001,-3.5,2.0,7.5,4.5,4.11,0.4,1.6,2.7,2.6,31
1959-01-16,696,43.5,10.400001,28.699999,31.0,3.8,-7.8,-2.6000001,2.6000001,2.5,2.36,-0.6,1.5,1.8,2.5,31
1959-02-15,697,65.200005,8.1,20.85,33.6,24.7,-2.1000001,2.0,6.1,4.8,7.9199996,2.1,1.3,0.7,2.7,28
1959-03-16,698,61.8,10.8,10.0199995,68.2,29.5,3.0,8.400001,13.8,6.8,7.24,0.8,1.4,2.1,2.8,31
1959-04-16,699,56.600002,14.2,2.37,105.0,10.5,6.7000003,13.8,20.9,8.7,4.99,-1.6,0.0,0.8,2.6,30
1959-05-16,700,66.5,11.8,0.0,114.7,55.2,12.2,18.1,24.0,12.5,8.86,0.6,-0.2,0.2,2.4,31
1959-06-16,701,67.3,12.3,0.0,132.0,102.8,17.4,23.5,29.7,17.1,10.15,1.5,0.6,1.0,2.6,30
1959-07-16,702,59.2,11.6,0.0,145.7000093,65.1,21.5,27.300001,33.100002,24.0,10.15,-1.6,0.2,0.1,1.6,31
1959-08-16,703,49.7,10.7,0.0,130.2000093,120.9,20.300001,25.6,31.0,24.1,13.96,0.0,-0.1,-0.2,0.2,31
1959-09-16,704,48.0,12.2,0.0,90.0,58.600002,12.7,18.800001,24.9,15.7,11.179999,-0.8,-1.3,-0.8,0.3,30
1959-10-16,705,35.9,13.1,0.74,71.3,23.7,8.2,14.7,21.300001,11.1,8.01,-1.3,-1.1,-0.7,-0.3,31
1959-11-16,706,52.4,9.0,17.09,33.0,22.9,0.1,4.6,9.1,6.3,5.6,0.5,-1.1,-0.8,-0.6,30
1959-12-16,707,24.7,8.7,26.189999,24.8,5.2000003,-4.9,-0.5,3.9,4.0,3.4399998,0.7,-0.7,-1.5,-0.6,31
1960-01-16,708,42.5,12.3,28.48,34.1,2.3,-7.5,-1.3000001,4.9,3.0,2.1299999,-1.1,0.2,-1.0,-0.6,31
1960-02-15,709,42.3,15.7,23.109999,55.099999999999994,4.3,-3.5,4.4,12.3,4.1,1.93,-2.2,-1.8,-1.4,-1.0,29
1960-03-16,710,67.3,10.8,8.79,68.2,38.3,3.5,8.900001,14.3,6.9,6.1299996,1.4,-0.1,-0.7,-0.9,31
1960-04-16,711,60.2,13.5,2.96,99.0,37.7,6.3,13.0,19.800001,8.400001,7.8599997,-0.2,0.0,0.0,-0.7,30
1960-05-16,712,58.4,13.2,0.0,124.0,35.0,11.3,17.9,24.5,11.6,8.32,-0.8,-0.1,-0.6,-1.0,31
1960-06-16,713,62.9,14.2,0.0,150.0,18.9,18.0,25.1,32.2,16.0,5.5699997,-1.7,-1.4,-1.3,-1.9,30
1960-07-16,714,67.9,9.7,0.0,130.2000093,141.90001,21.4,26.2,31.1,23.1,12.41,0.6,-0.9,-0.8,-1.3,31
1960-08-16,715,57.2,9.2,0.0,117.8,133.3,19.5,24.1,28.7,22.6,12.759999,0.5,-0.2,-0.2,-1.1,31
1960-09-16,716,60.100002,11.0,0.0,87.0,51.3,14.400001,19.9,25.4,16.6,11.19,-0.6,0.1,-0.8,-1.0,30
1960-10-16,717,50.5,11.0,1.54,58.9,44.2,7.4,12.900001,18.4,10.8,10.36,-0.1,-0.2,-0.8,-0.7,31
1960-11-16,718,46.4,10.5,15.799999,36.0,19.1,0.6,5.8,11.1,6.4,7.99,-0.1,-0.6,-0.6,-0.8,30
1960-12-16,719,6.3,12.5,28.91,27.90000124,2.5,-8.1,-1.8000001,4.5,3.3,2.33,-0.4,-0.3,-0.1,-0.9,31
1961-01-16,720,43.3,12.5,29.24,34.1,3.5,-8.6,-2.3,4.0,2.6000001,2.81,-0.4,-0.5,-0.4,-0.8,31
1961-02-15,721,42.0,14.1,23.65,44.800000000000004,2.9,-4.9,2.2,9.3,3.8,2.76,-1.3,-1.2,-0.9,-0.7,28
