time,cld,dtr,frs,pet,pre,tmn,tmp,tmx,vap,wet
2014-06-16 00:00:00,63.9,11.7,0.0,4.7000003,50.0,18.300001,24.1,30.0,16.1,7.0499997
2014-07-16 00:00:00,57.0,11.400001,0.0,4.8,117.4,20.6,26.300001,32.0,20.4,11.12
2014-08-16 00:00:00,58.0,10.3,0.0,4.0,103.9,18.9,24.0,29.2,19.300001,11.639999
2014-09-16 00:00:00,69.9,7.7000003,0.0,2.6000001,178.40001,15.8,19.6,23.5,17.300001,16.69
2014-10-16 00:00:00,58.600002,10.0,0.0,2.1000001,17.7,10.400001,15.400001,20.4,11.400001,5.8399997
2014-11-16 00:00:00,58.0,8.900001,9.7,1.3000001,16.9,3.0,7.4,11.900001,6.6,5.6299996
2014-12-16 00:00:00,21.2,11.0,26.68,1.1,1.5,-5.4,0.1,5.6,2.6000001,1.3199999
2015-01-16 00:00:00,43.5,10.900001,25.25,1.2,14.6,-4.0,1.5,7.0,3.3,5.4
2015-02-15 00:00:00,53.8,10.900001,19.88,1.7,8.3,-1.6,3.9,9.400001,4.0,4.0899997
2015-03-16 00:00:00,61.2,11.7,7.3799996,2.6000001,16.5,4.1,9.900001,15.8,6.3,4.96
2015-04-16 00:00:00,55.5,12.400001,0.71999997,3.5,50.3,8.2,14.400001,20.6,9.0,8.25
2015-05-16 00:00:00,55.8,12.5,0.0,4.4,62.8,13.7,19.9,26.2,12.3,9.16
2015-06-16 00:00:00,65.6,10.400001,0.0,4.6,56.7,18.800001,24.0,29.2,15.5,7.14
2015-07-16 00:00:00,56.600002,11.8,0.0,4.8,48.9,20.2,26.1,32.0,19.2,6.93
2015-08-16 00:00:00,52.3,11.6,0.0,4.4,68.200005,19.4,25.2,31.0,19.6,8.889999
2015-09-16 00:00:00,64.1,9.2,0.0,2.8,75.8,15.400001,20.0,24.6,16.4,10.71
2015-10-16 00:00:00,49.8,11.3,0.32999998,2.2,79.5,8.8,14.400001,20.1,10.3,11.0
2015-11-16 00:00:00,73.9,6.6,9.94,0.90000004,83.200005,2.9,6.2000003,9.5,7.9,12.29
2015-12-16 00:00:00,36.7,9.0,24.029999,0.90000004,12.5,-2.9,1.6,6.1,4.3,4.0
2016-01-16 00:00:00,50.100002,9.6,28.09,0.90000004,2.1000001,-7.0,-2.2,2.6000001,3.0,1.3199999
2016-02-15 00:00:00,44.5,12.1,23.01,1.7,11.400001,-3.4,2.7,8.8,3.4,4.2599998
2016-03-16 00:00:00,62.2,12.400001,7.8399997,2.8,8.7,3.9,10.1,16.300001,5.4,3.34
2016-04-16 00:00:00,58.9,11.900001,0.0,3.8,41.8,11.1,17.0,23.0,9.900001,7.37
2016-05-16 00:00:00,55.9,12.3,0.0,4.3,55.100002,13.1,19.2,25.4,11.7,8.69
2016-06-16 00:00:00,59.2,12.2,0.0,4.8,89.3,18.1,24.2,30.300001,16.4,9.9
2016-07-16 00:00:00,63.100002,9.7,0.0,4.5,188.3,21.9,26.7,31.6,22.9,13.32
2016-08-16 00:00:00,57.2,9.400001,0.0,4.1,55.2,21.6,26.300001,31.0,23.2,8.24
2016-09-16 00:00:00,58.3,10.6,0.0,3.1000001,55.600002,15.7,21.0,26.300001,15.7,9.61
2016-10-16 00:00:00,68.9,8.0,0.0,1.8000001,106.9,10.400001,14.400001,18.4,11.8,14.469999
2016-11-16 00:00:00,49.8,10.3,13.21,1.2,16.300001,1.6,6.7000003,11.900001,7.0,4.5299997
2016-12-16 00:00:00,37.0,9.8,22.97,1.0,15.7,-2.0,2.9,7.8,4.8,4.81
2017-01-16 00:00:00,43.5,9.400001,24.93,1.1,6.4,-3.7,1.0,5.7000003,3.9,3.6599998
2017-02-15 00:00:00,51.2,11.2,19.88,1.7,16.2,-1.6,4.0,9.6,4.2000003,5.46
2017-03-16 00:00:00,60.600002,11.7,9.7699995,2.5,23.4,3.1000001,8.900001,14.8,5.6,5.92
2017-04-16 00:00:00,56.600002,12.6,0.0,3.8,50.100002,10.1,16.4,22.7,9.1,8.96
2017-05-16 00:00:00,45.9,14.0,0.0,5.0,62.3,14.7,21.7,28.7,11.5,8.91
2017-06-16 00:00:00,58.2,12.0,0.0,5.0,58.4,18.6,24.6,30.6,16.0,8.679999
2017-07-16 00:00:00,58.9,11.1,0.0,4.9,172.5,22.4,27.9,33.5,22.5,13.42
2017-08-16 00:00:00,57.0,9.5,0.0,4.1,159.6,21.0,25.7,30.5,22.2,12.61
2017-09-16 00:00:00,63.100002,9.3,0.0,3.0,43.8,16.800001,21.4,26.1,17.2,9.429999
2017-10-16 00:00:00,74.4,7.3,0.04,1.6,147.1,9.6,13.2,16.9,11.8,17.16
2017-11-16 00:00:00,42.7,10.8,12.7,1.4,2.4,1.8000001,7.2000003,12.6,6.0,0.72999996
2017-12-16 00:00:00,27.6,11.5,25.99,1.1,1.9,-4.7000003,1.1,6.9,3.2,1.67
2018-01-16 00:00:00,47.4,9.0,27.14,1.0,22.300001,-5.9,-1.4,3.1000001,3.0,6.24
2018-02-15 00:00:00,47.8,12.400001,22.519999,1.7,1.7,-3.7,2.5,8.7,3.3,0.90999997
2018-03-16 00:00:00,64.1,13.0,7.8399997,2.5,14.7,3.9,10.400001,16.9,7.5,4.75
2018-04-16 00:00:00,58.8,12.8,0.0,3.7,65.4,10.1,16.5,22.9,10.0,10.21
2018-05-16 00:00:00,59.7,11.7,0.0,4.3,79.4,15.0,20.800001,26.7,13.400001,10.719999
2018-06-16 00:00:00,56.7,12.3,0.0,5.2000003,91.1,19.7,25.800001,32.0,16.300001,10.059999
2018-07-16 00:00:00,63.9,8.900001,0.0,4.4,128.5,22.9,27.300001,31.800001,24.1,12.83
2018-08-16 00:00:00,52.9,9.900001,0.0,4.4,98.3,22.0,26.9,31.9,23.2,9.41
2018-09-16 00:00:00,64.8,9.2,0.0,2.8,73.3,14.8,19.4,24.0,15.0,11.259999
2018-10-16 00:00:00,45.8,12.1,1.31,2.3,13.8,7.6,13.6,19.7,8.400001,4.48
2018-11-16 00:00:00,55.2,10.400001,12.19,1.4,13.1,2.0,7.2000003,12.400001,6.3,5.21
2018-12-16 00:00:00,40.3,8.6,26.48,0.90000004,2.8,-5.2000003,-0.90000004,3.4,3.3,0.78999996
2019-01-16 00:00:00,50.9,9.900001,26.58,1.1,3.0,-5.3,-0.3,4.7000003,2.9,1.37
2019-02-15 00:00:00,62.600002,9.8,21.5,1.5,7.8,-2.7,2.2,7.1,3.7,3.6899998
2019-03-16 00:00:00,51.0,13.7,8.08,3.0,3.6000001,3.8,10.6,17.5,5.2000003,1.03
2019-04-16 00:00:00,60.7,12.6,0.04,3.6000001,53.100002,9.6,15.900001,22.2,9.5,10.139999
2019-05-16 00:00:00,56.9,12.8,0.0,4.5,23.2,13.7,20.1,26.5,10.8,5.1099997
2019-06-16 00:00:00,66.8,11.6,0.0,4.9,77.4,19.800001,25.6,31.4,16.0,8.66
2019-07-16 00:00:00,63.9,11.1,0.0,4.7000003,140.1,21.2,26.7,32.3,20.2,11.95
2019-08-16 00:00:00,55.2,10.3,0.0,4.2000003,154.40001,20.2,25.300001,30.5,20.300001,12.36
2019-09-16 00:00:00,59.4,10.5,0.0,3.1000001,103.1,15.900001,21.1,26.4,15.7,12.889999
2019-10-16 00:00:00,61.0,9.7,0.08,2.0,94.700005,9.400001,14.2,19.1,10.900001,11.99
2019-11-16 00:00:00,58.4,9.6,8.51,1.4,18.4,3.5,8.3,13.1,6.6,5.44
2019-12-16 00:00:00,27.0,9.5,24.82,1.0,6.0,-3.6000001,1.2,6.0,3.8,2.46
2020-01-16 00:00:00,55.4,8.5,24.6,1.0,13.8,-3.4,0.90000004,5.2000003,3.9,3.8
2020-02-15 00:00:00,51.0,11.8,18.48,1.7,19.800001,-0.7,5.2000003,11.1,4.9,5.99
2020-03-16 00:00:00,58.5,12.7,6.27,2.8,10.2,4.6,10.900001,17.300001,6.1,4.02
2020-04-16 00:00:00,51.5,13.900001,1.17,3.9,31.5,7.7000003,14.6,21.6,7.0,6.6299996
2020-05-16 00:00:00,50.0,13.7,0.0,4.8,53.7,14.1,20.9,27.800001,11.6,8.23
2020-06-16 00:00:00,67.200005,11.3,0.0,4.8,111.8,19.5,25.1,30.800001,16.300001,11.0199995
2020-07-16 00:00:00,75.8,9.3,0.0,3.9,116.6,20.6,25.2,29.9,20.9,11.86
2020-08-16 00:00:00,54.600002,9.0,0.0,4.1,202.90001,21.2,25.7,30.2,23.300001,14.29
2020-09-16 00:00:00,63.600002,10.1,0.0,2.9,48.8,15.0,20.0,25.1,15.900001,8.92
2020-10-16 00:00:00,58.7,9.2,0.59,1.9,35.100002,8.400001,13.0,17.6,9.900001,7.58
2020-11-16 00:00:00,50.9,9.1,9.22,1.3000001,52.3,3.2,7.7000003,12.3,6.9,9.45
2020-12-16 00:00:00,26.0,9.8,27.23,0.8,5.1,-6.0,-1.1,3.8,3.5,2.81
2021-01-16 00:00:00,33.9,11.6,26.68,1.3000001,2.6000001,-5.4,0.4,6.2000003,2.7,1.9499999
2021-02-15 00:00:00,45.8,13.1,18.529999,1.8000001,26.800001,-1.0,5.6,12.2,4.9,7.0299997
2021-03-16 00:00:00,75.0,10.8,4.27,2.4,29.4,5.6,11.0,16.4,7.5,6.5099998
2021-04-16 00:00:00,72.4,10.1,0.08,3.1000001,52.600002,9.400001,14.400001,19.5,9.400001,8.54
2021-05-16 00:00:00,59.5,12.900001,0.0,4.4,71.9,13.7,20.1,26.6,12.1,9.5199995
2021-06-16 00:00:00,68.6,11.900001,0.0,4.8,43.0,19.7,25.6,31.6,16.800001,7.85
2021-07-16 00:00:00,70.4,10.3,0.0,4.2000003,74.5,21.300001,26.4,31.6,22.800001,9.849999
2021-08-16 00:00:00,62.2,9.6,0.0,3.9,123.4,20.2,25.0,29.800001,20.9,10.66
2021-09-16 00:00:00,63.600002,9.3,0.0,2.9,227.2,16.9,21.5,26.2,18.5,18.18
2021-10-16 00:00:00,68.6,8.400001,0.11,1.8000001,60.4,9.3,13.5,17.7,11.0,12.469999
2021-11-16 00:00:00,42.7,11.6,14.25,1.4,15.6,1.2,7.0,12.8,5.9,4.64
2021-12-16 00:00:00,25.5,11.1,25.039999,1.1,4.8,-3.8,1.8000001,7.4,3.6000001,2.51
2022-01-16 00:00:00,52.5,8.900001,24.93,1.0,19.4,-3.7,0.8,5.3,3.9,6.8999996
2022-02-15 00:00:00,55.3,10.8,22.22,1.6,5.5,-3.4,2.0,7.4,3.4,2.96
2022-03-16 00:00:00,73.4,11.900001,4.45,2.6000001,11.7,5.5,11.400001,17.4,7.0,3.97
2022-04-16 00:00:00,61.7,13.5,0.02,3.8,46.0,9.7,16.4,23.2,8.8,7.85
2022-05-16 00:00:00,54.4,13.400001,0.0,4.6,41.2,13.6,20.300001,27.0,11.400001,7.1
2022-06-16 00:00:00,52.2,13.1,0.0,5.3,47.600002,19.0,25.5,32.100002,17.0,7.79
2022-07-16 00:00:00,68.1,10.5,0.0,4.3,214.2,21.5,26.7,32.0,22.800001,15.16
2022-08-16 00:00:00,63.100002,9.0,0.0,4.0,109.200005,22.1,26.6,31.1,23.5,11.37
2022-09-16 00:00:00,56.9,11.3,0.0,3.2,28.2,15.5,21.1,26.800001,15.3,6.08
2022-10-16 00:00:00,61.3,10.1,0.52,2.0,62.7,8.5,13.5,18.6,10.2,10.0
2022-11-16 00:00:00,62.0,9.2,7.5899997,1.2,31.4,3.9,8.5,13.1,8.2,7.96
2022-12-16 00:00:00,25.7,11.1,27.76,1.0,1.0,-6.6,-1.0,4.6,2.8,0.55
2023-01-16 00:00:00,40.3,11.8,26.869999,1.2,5.5,-5.6,0.3,6.2000003,2.8,2.77
2023-02-15 00:00:00,63.5,9.2,15.95,1.6,12.8,0.1,4.7000003,9.3,4.6,5.15
2023-03-16 00:00:00,58.2,14.0,5.23,3.1000001,11.8,5.1,12.1,19.1,5.8,3.1499999
2023-04-16 00:00:00,69.3,11.900001,0.38,3.3,131.6,8.7,14.6,20.6,9.1,13.259999
2023-05-16 00:00:00,61.3,10.900001,0.0,4.0,58.9,14.400001,19.800001,25.300001,13.900001,8.73
2023-06-16 00:00:00,57.600002,12.8,0.0,5.3,48.8,19.300001,25.7,32.100002,15.5,8.21
2023-07-16 00:00:00,65.4,11.1,0.0,4.7000003,96.8,22.1,27.6,33.2,21.2,10.25
2023-08-16 00:00:00,55.4,10.2,0.0,4.3,121.700005,21.300001,26.4,31.5,22.1,10.91
2023-09-16 00:00:00,66.700005,9.2,0.0,2.9,96.5,17.2,21.800001,26.4,18.1,12.5
2023-10-16 00:00:00,48.8,11.8,0.0,2.3,55.3,10.0,15.900001,21.800001,11.7,9.7
2023-11-16 00:00:00,39.7,11.6,14.759999,1.3000001,24.1,1.0,6.8,12.6,6.7000003,6.19
2023-12-16 00:00:00,41.3,10.8,26.68,0.90000004,5.9,-5.4,0.0,5.4,3.7,2.52
2024-01-16 00:00:00,33.4,10.6,26.39,1.1,16.7,-5.1,0.2,5.5,3.6000001,5.0499997
2024-02-15 00:00:00,58.7,9.7,21.82,1.5,21.6,-2.3,2.6000001,7.5,4.1,7.1499996
2024-03-16 00:00:00,62.600002,12.3,5.64,2.8,29.6,4.9,11.0,17.2,6.2000003,6.1
2024-04-16 00:00:00,64.700005,12.2,0.0,3.7,50.0,11.7,17.800001,23.9,10.8,8.2699995
2024-05-16 00:00:00,53.2,13.400001,0.0,4.7000003,27.4,14.7,21.4,28.1,13.0,5.0499997
2024-06-16 00:00:00,62.600002,12.5,0.0,5.2000003,33.3,19.9,26.1,32.4,15.8,5.16
2024-07-16 00:00:00,72.9,9.8,0.0,4.2000003,158.7,22.300001,27.2,32.100002,23.9,11.75
2024-08-16 00:00:00,53.100002,10.400001,0.0,4.3,156.2,21.4,26.6,31.800001,23.6,12.719999
2024-09-16 00:00:00,69.0,8.3,0.0,2.6000001,60.3,16.4,20.5,24.7,19.300001,9.91
2024-10-16 00:00:00,61.0,10.2,0.04,2.0,66.5,9.6,14.7,19.800001,11.5,11.219999
2024-11-16 00:00:00,58.600002,8.900001,5.66,1.3000001,29.5,4.8,9.2,13.7,8.0,8.53
2024-12-16 00:00:00,35.8,10.6,26.09,1.1,2.8,-4.8,0.5,5.8,3.1000001,2.06
