time,cld,dtr,frs,pet,pre,tmn,tmp,tmx,vap,wet
1993-09-16 00:00:00,47.8,12.6,0.0,3.2,24.5,13.400001,19.7,26.0,15.8,7.25
1993-10-16 00:00:00,52.7,11.400001,1.31,2.0,65.3,7.6,13.3,19.0,10.400001,9.63
1993-11-16 00:00:00,46.4,9.6,17.859999,1.0,57.2,-0.2,4.6,9.400001,6.6,10.15
1993-12-16 00:00:00,32.3,11.0,27.67,0.90000004,0.5,-6.5,-1.0,4.5,3.3,0.42999998
1994-01-16 00:00:00,41.600002,12.400001,27.67,1.2,2.6000001,-6.5,-0.3,5.9,2.9,1.67
1994-02-15 00:00:00,60.5,9.900001,21.5,1.4,9.2,-2.7,2.3,7.3,4.3,3.9499998
1994-03-16 00:00:00,62.8,12.1,15.79,2.2,24.4,0.8,6.8,12.900001,5.6,5.54
1994-04-16 00:00:00,63.8,12.0,0.02,3.4,107.9,9.7,15.7,21.7,10.5,11.63
1994-05-16 00:00:00,38.4,15.3,0.0,5.2000003,12.8,13.6,21.2,28.9,11.5,4.61
1994-06-16 00:00:00,68.8,11.0,0.0,4.4,100.200005,19.0,24.5,30.0,18.7,10.36
1994-07-16 00:00:00,47.8,10.2,0.0,5.0,118.5,22.1,27.2,32.3,24.0,10.74
1994-08-16 00:00:00,38.2,10.400001,0.0,4.6,69.200005,20.5,25.7,30.9,22.9,9.24
1994-09-16 00:00:00,52.0,11.400001,0.0,3.1000001,29.300001,13.2,18.9,24.6,14.1,8.429999
1994-10-16 00:00:00,50.8,11.7,2.75,2.0,97.6,6.5,12.3,18.2,9.5,12.509999
1994-11-16 00:00:00,67.9,9.5,8.51,1.2,42.3,3.5,8.2,13.0,8.0,7.1299996
1994-12-16 00:00:00,45.0,8.0,24.49,0.7,14.900001,-3.3,0.7,4.7000003,5.0,4.74
1995-01-16 00:00:00,38.8,11.400001,27.92,1.1,1.2,-6.8,-1.1,4.6,3.0,1.1
1995-02-15 00:00:00,50.5,13.1,22.42,1.6,0.7,-3.6000001,3.0,9.6,4.0,1.01
1995-03-16 00:00:00,55.5,13.8,14.99,2.6000001,17.2,1.1,8.0,14.900001,4.9,4.0899997
1995-04-16 00:00:00,54.100002,13.400001,2.6599998,3.5,27.7,6.5,13.2,19.9,8.0,6.16
1995-05-16 00:00:00,46.600002,14.2,0.0,4.6,17.5,12.5,19.6,26.7,11.7,5.33
1995-06-16 00:00:00,52.9,13.400001,0.0,5.2000003,36.4,18.0,24.7,31.4,16.2,6.96
1995-07-16 00:00:00,58.5,10.900001,0.0,4.6,104.9,21.1,26.5,32.0,22.2,10.139999
1995-08-16 00:00:00,59.9,8.7,0.0,3.8,134.6,20.300001,24.6,29.0,23.1,11.75
1995-09-16 00:00:00,57.600002,10.5,0.0,2.8,29.800001,14.400001,19.6,24.9,17.2,7.5299997
1995-10-16 00:00:00,56.0,9.400001,0.19,1.9,64.0,9.1,13.8,18.5,11.6,10.11
1995-11-16 00:00:00,31.9,13.400001,18.109999,1.6,3.8,-0.3,6.4,13.1,5.0,2.77
1995-12-16 00:00:00,35.7,10.8,26.769999,1.0,2.0,-5.5,-0.1,5.3,3.3,1.26
1996-01-16 00:00:00,47.2,10.3,28.09,1.0,5.8,-7.0,-1.8000001,3.4,2.9,3.11
1996-02-15 00:00:00,46.7,12.3,25.039999,1.5,7.6,-5.5,0.7,6.9,3.3,3.51
1996-03-16 00:00:00,71.700005,11.0,15.79,2.1000001,16.300001,0.8,6.3,11.8,5.0,4.58
1996-04-16 00:00:00,71.8,11.1,1.49,3.0,35.9,7.4,12.900001,18.5,8.8,6.95
1996-05-16 00:00:00,59.5,12.1,0.0,4.1,33.5,13.400001,19.4,25.5,12.7,7.45
1996-06-16 00:00:00,68.5,11.3,0.0,4.3,102.3,18.2,23.800001,29.5,18.1,10.03
1996-07-16 00:00:00,73.0,9.0,0.0,3.8,157.3,21.1,25.6,30.1,23.9,12.67
1996-08-16 00:00:00,61.4,8.6,0.0,3.7,121.200005,20.4,24.7,29.0,23.800001,11.33
1996-09-16 00:00:00,62.7,9.5,0.0,2.7,81.700005,15.1,19.800001,24.6,17.4,10.38
1996-10-16 00:00:00,52.100002,11.3,0.74,2.0,59.7,8.2,13.8,19.5,11.2,9.83
1996-11-16 00:00:00,66.200005,8.3,13.99,1.0,42.0,1.3000001,5.4,9.6,6.8,8.15
1996-12-16 00:00:00,7.4,13.5,26.96,1.1,0.1,-5.7000003,1.1,7.9,3.3,0.16
1997-01-16 00:00:00,46.4,11.6,28.25,1.0,8.900001,-7.2000003,-1.4,4.4,3.1000001,3.03
1997-02-15 00:00:00,55.9,10.400001,21.07,1.5,14.8,-2.3,2.9,8.1,4.1,4.72
1997-03-16 00:00:00,74.6,10.400001,6.49,2.2,36.9,4.5,9.7,14.900001,7.4,7.37
1997-04-16 00:00:00,66.4,12.0,0.64,3.2,40.9,8.3,14.3,20.300001,9.7,8.4
1997-05-16 00:00:00,56.100002,13.5,0.0,4.5,26.5,13.900001,20.6,27.4,12.5,6.64
1997-06-16 00:00:00,54.3,13.8,0.0,5.4,20.6,18.6,25.5,32.4,14.6,5.69
1997-07-16 00:00:00,58.600002,11.1,0.0,4.8,95.700005,21.6,27.1,32.7,22.1,10.34
1997-08-16 00:00:00,37.600002,12.400001,0.0,4.9,32.8,20.4,26.6,32.8,21.5,6.58
1997-09-16 00:00:00,50.7,12.1,0.0,3.1000001,74.700005,12.6,18.6,24.7,13.5,10.44
1997-10-16 00:00:00,36.8,15.2,3.3899999,2.5,10.7,6.1,13.7,21.300001,8.7,4.47
1997-11-16 00:00:00,68.4,10.1,15.28,1.1,32.8,0.8,5.8,10.900001,6.6,7.33
1997-12-16 00:00:00,50.9,9.8,25.47,0.90000004,0.5,-4.2000003,0.7,5.6,4.0,0.57
1998-01-16 00:00:00,45.0,9.900001,28.17,1.0,8.0,-7.1,-2.1000001,2.9,3.0,3.99
1998-02-15 00:00:00,55.100002,11.0,18.07,1.7,6.9,-0.8,4.7000003,10.2,4.6,2.87
1998-03-16 00:00:00,72.4,10.8,10.53,2.1000001,47.3,2.8,8.2,13.6,6.6,7.5
1998-04-16 00:00:00,61.5,11.7,0.0,3.4,59.0,11.0,16.800001,22.7,11.8,8.559999
1998-05-16 00:00:00,62.8,10.1,0.0,3.7,119.200005,13.400001,18.4,23.5,13.6,11.809999
1998-06-16 00:00:00,53.8,12.2,0.0,5.0,39.7,18.4,24.5,30.6,17.1,6.56
1998-07-16 00:00:00,69.4,9.1,0.0,4.1,186.1,21.9,26.4,31.0,23.800001,13.049999
1998-08-16 00:00:00,56.100002,9.400001,0.0,3.9,136.3,20.0,24.7,29.4,22.7,10.69
1998-09-16 00:00:00,49.4,12.1,0.0,3.3,26.9,15.6,21.6,27.7,17.1,6.49
1998-10-16 00:00:00,54.7,10.7,0.02,2.1000001,28.5,9.7,15.0,20.4,11.400001,7.72
1998-11-16 00:00:00,43.7,14.3,13.73,1.6,0.6,1.4,8.5,15.7,6.5,0.78999996
1998-12-16 00:00:00,35.3,12.3,25.15,1.1,1.2,-3.9,2.3,8.5,4.1,0.59999996
1999-01-16 00:00:00,37.100002,12.1,26.769999,1.2,0.0,-5.5,0.6,6.7000003,3.0,0.19
1999-02-15 00:00:00,46.2,13.8,21.39,2.0,0.3,-2.6000001,4.3,11.2,3.3,0.58
1999-03-16 00:00:00,73.0,10.3,9.5199995,2.2,23.0,3.2,8.3,13.5,6.1,5.2
1999-04-16 00:00:00,59.5,12.2,0.08,3.5,48.600002,9.400001,15.5,21.6,9.8,8.41
1999-05-16 00:00:00,52.100002,12.2,0.0,4.4,58.600002,14.2,20.300001,26.4,13.0,8.46
1999-06-16 00:00:00,69.9,10.7,0.0,4.5,63.8,19.2,24.5,29.9,17.0,7.23
1999-07-16 00:00:00,67.200005,10.2,0.0,4.2000003,96.200005,20.9,26.0,31.1,22.300001,9.719999
1999-08-16 00:00:00,49.7,11.400001,0.0,4.4,62.100002,19.9,25.6,31.300001,21.1,7.91
1999-09-16 00:00:00,67.5,9.5,0.0,2.8,55.5,16.5,21.2,26.0,18.1,9.57
1999-10-16 00:00:00,66.0,9.6,0.52,1.8000001,53.600002,8.5,13.3,18.1,10.900001,9.21
1999-11-16 00:00:00,55.5,10.7,13.469999,1.2,13.6,1.5,6.8,12.2,6.9,4.5099998
1999-12-16 00:00:00,31.9,12.7,26.769999,1.1,1.3000001,-5.5,0.90000004,7.3,3.4,1.2099999
2000-01-16 00:00:00,54.0,8.400001,28.17,0.8,13.900001,-7.1,-2.9,1.3000001,3.2,4.73
2000-02-15 00:00:00,57.0,11.1,23.92,1.4,5.2000003,-4.3,1.3000001,6.9,3.7,2.97
2000-03-16 00:00:00,57.100002,13.400001,9.28,2.8,5.1,3.3,10.0,16.7,5.3,2.7
2000-04-16 00:00:00,59.5,13.900001,0.79999995,3.8,22.0,8.1,15.0,22.0,7.4,5.15
2000-05-16 00:00:00,54.100002,14.7,0.0,4.7000003,18.6,13.8,21.1,28.5,11.900001,5.08
2000-06-16 00:00:00,74.5,10.5,0.0,4.4,104.3,19.4,24.6,29.9,16.9,10.73
2000-07-16 00:00:00,71.9,9.5,0.0,4.3,81.200005,22.7,27.4,32.2,22.9,10.4
2000-08-16 00:00:00,62.4,9.400001,0.0,3.8,125.0,20.0,24.7,29.4,22.0,11.58
2000-09-16 00:00:00,64.0,9.7,0.0,2.8,61.3,15.2,20.0,24.9,16.2,10.09
2000-10-16 00:00:00,71.4,7.3,0.11,1.6,85.9,9.3,12.900001,16.6,11.400001,12.05
2000-11-16 00:00:00,61.8,9.6,17.6,1.1,21.2,-0.1,4.7000003,9.5,6.1,6.5
2000-12-16 00:00:00,46.8,10.8,24.49,1.0,2.2,-3.3,2.1000001,7.5,4.6,1.24
2001-01-16 00:00:00,50.9,9.1,26.39,1.0,15.3,-5.1,-0.5,4.1,3.5,5.22
2001-02-15 00:00:00,62.8,10.0,20.32,1.5,11.5,-1.8000001,3.2,8.2,4.4,4.4
2001-03-16 00:00:00,53.600002,13.8,11.29,2.9,7.0,2.5,9.400001,16.300001,4.5,3.4099998
2001-04-16 00:00:00,63.4,12.8,1.0699999,3.4,40.0,7.8,14.2,20.6,8.7,8.19
2001-05-16 00:00:00,47.8,14.3,0.0,5.0,15.400001,14.5,21.6,28.800001,11.3,4.39
2001-06-16 00:00:00,64.1,13.2,0.0,4.9,48.600002,18.7,25.300001,31.9,16.5,7.85
2001-07-16 00:00:00,58.9,11.400001,0.0,4.9,125.0,21.9,27.6,33.3,21.1,11.809999
2001-08-16 00:00:00,48.7,9.8,0.0,4.4,89.3,20.9,25.800001,30.7,21.1,9.309999
2001-09-16 00:00:00,68.1,8.5,0.0,2.7,107.5,15.400001,19.6,23.9,16.6,13.46
2001-10-16 00:00:00,60.5,8.7,0.0,1.9,57.8,10.2,14.5,18.9,12.0,9.45
2001-11-16 00:00:00,48.3,11.400001,14.509999,1.3000001,6.2000003,1.1,6.8,12.5,6.3,3.61
2001-12-16 00:00:00,44.5,7.8,26.189999,0.8,12.1,-4.9,-1.0,2.9,3.5,3.97
2002-01-16 00:00:00,34.600002,11.8,24.82,1.2,9.0,-3.6000001,2.3,8.2,3.8,3.36
2002-02-15 00:00:00,51.7,11.8,15.71,1.9,3.4,0.2,6.1,12.0,4.7000003,2.57
2002-03-16 00:00:00,52.3,12.5,6.27,2.8,14.5,4.6,10.8,17.1,6.4,4.49
2002-04-16 00:00:00,59.100002,11.900001,0.26999998,3.5,32.2,8.900001,14.8,20.800001,8.8,7.18
2002-05-16 00:00:00,64.3,10.8,0.0,3.8,82.4,13.5,18.9,24.300001,13.7,9.62
2002-06-16 00:00:00,57.3,11.7,0.0,5.0,130.90001,19.7,25.5,31.4,17.800001,11.29
2002-07-16 00:00:00,58.4,10.8,0.0,4.7000003,72.3,21.5,26.9,32.3,21.800001,8.889999
2002-08-16 00:00:00,50.100002,10.8,0.0,4.4,53.100002,20.1,25.5,30.9,21.300001,7.23
2002-09-16 00:00:00,52.7,11.3,0.0,3.1000001,87.1,14.2,19.800001,25.5,15.6,11.44
2002-10-16 00:00:00,45.600002,12.3,1.54,2.2,51.3,7.4,13.5,19.7,9.400001,8.929999
2002-11-16 00:00:00,47.100002,13.0,18.619999,1.4,2.4,-0.5,6.0,12.5,5.8,1.88
2002-12-16 00:00:00,57.0,7.6,25.99,0.7,21.4,-4.7000003,-0.90000004,2.9,4.3,5.77
2003-01-16 00:00:00,40.600002,11.2,28.48,0.90000004,8.7,-7.5,-1.9,3.7,3.5,3.9499998
2003-02-15 00:00:00,61.4,9.900001,20.32,1.3000001,14.6,-1.8000001,3.2,8.2,5.1,4.52
2003-03-16 00:00:00,71.6,10.6,11.809999,2.0,21.7,2.3,7.6,12.900001,6.5,5.6099997
2003-04-16 00:00:00,65.4,11.6,0.64,3.2,58.2,8.3,14.1,19.9,9.400001,9.13
2003-05-16 00:00:00,56.600002,11.3,0.0,4.2000003,44.8,14.5,20.1,25.800001,13.5,7.5
2003-06-16 00:00:00,63.600002,12.0,0.0,4.7000003,82.200005,18.300001,24.300001,30.300001,16.2,9.429999
2003-07-16 00:00:00,69.8,9.1,0.0,4.1,126.700005,20.9,25.4,30.0,21.9,11.19
2003-08-16 00:00:00,72.200005,7.1,0.0,3.4,208.5,20.5,24.0,27.6,21.9,15.139999
2003-09-16 00:00:00,67.9,8.6,0.0,2.7,172.6,16.1,20.4,24.7,17.800001,15.339999
2003-10-16 00:00:00,53.9,10.1,0.91999996,2.0,113.0,8.0,13.0,18.1,10.3,12.71
2003-11-16 00:00:00,64.5,7.9,11.94,1.1,36.4,2.1000001,6.0,10.0,6.7000003,7.54
2003-12-16 00:00:00,39.4,10.0,25.99,0.90000004,4.2000003,-4.7000003,0.3,5.3,3.8,1.4699999
2004-01-16 00:00:00,44.7,10.0,26.769999,1.1,3.0,-5.5,-0.5,4.5,3.1000001,2.2
2004-02-15 00:00:00,46.2,13.1,22.369999,1.8000001,12.7,-2.8,3.8,10.400001,4.0,4.2999997
2004-03-16 00:00:00,65.4,12.5,9.5199995,2.6000001,14.6,3.2,9.400001,15.7,5.9,4.47
2004-04-16 00:00:00,56.100002,14.6,0.0,4.0,15.400001,9.900001,17.2,24.5,9.3,4.43
2004-05-16 00:00:00,55.100002,13.6,0.0,4.5,52.2,13.0,19.800001,26.6,11.7,7.39
2004-06-16 00:00:00,64.5,12.1,0.0,4.7000003,85.8,18.1,24.1,30.2,15.8,8.71
2004-07-16 00:00:00,65.9,10.2,0.0,4.3,126.3,20.5,25.6,30.7,20.9,11.059999
2004-08-16 00:00:00,67.9,8.2,0.0,3.5,87.1,19.800001,23.9,28.0,21.4,11.25
2004-09-16 00:00:00,60.600002,10.3,0.0,2.9,78.0,14.900001,20.0,25.2,16.1,11.469999
2004-10-16 00:00:00,48.3,11.2,1.31,2.1000001,26.800001,7.6,13.2,18.800001,9.5,7.2999997
2004-11-16 00:00:00,47.100002,11.900001,14.509999,1.4,18.5,1.1,7.0,13.0,6.5,5.1
2004-12-16 00:00:00,35.9,8.400001,24.029999,0.90000004,16.2,-2.9,1.3000001,5.5,4.4,4.35
2005-01-16 00:00:00,48.100002,10.3,28.4,0.90000004,0.5,-7.4,-2.2,3.0,3.1000001,0.65999997
2005-02-15 00:00:00,64.200005,9.400001,23.74,1.2,7.6,-5.0,-0.3,4.4,3.5,4.0099998
2005-03-16 00:00:00,47.4,13.7,14.99,2.7,6.6,1.1,7.9,14.8,4.9,3.09
2005-04-16 00:00:00,51.2,14.900001,0.32,4.1,21.800001,8.8,16.2,23.7,8.3,4.77
2005-05-16 00:00:00,52.9,11.5,0.0,4.5,56.3,14.7,20.4,26.2,12.6,9.17
2005-06-16 00:00:00,52.600002,13.7,0.0,5.6,64.3,19.9,26.7,33.600002,15.5,7.85
2005-07-16 00:00:00,67.0,9.8,0.0,4.5,90.200005,22.0,26.9,31.800001,21.300001,11.0
2005-08-16 00:00:00,60.2,8.900001,0.0,3.9,109.1,20.0,24.4,28.9,20.300001,10.62
2005-09-16 00:00:00,63.3,8.900001,0.0,2.9,124.6,16.300001,20.7,25.2,16.4,14.23
2005-10-16 00:00:00,52.8,9.5,0.32999998,2.0,66.6,8.8,13.5,18.300001,10.400001,9.67
2005-11-16 00:00:00,44.7,11.7,10.429999,1.5,2.8,2.7,8.5,14.400001,6.6,1.6899999
2005-12-16 00:00:00,22.9,10.6,27.92,1.0,1.1,-6.8,-1.5,3.8,2.5,1.29
2006-01-16 00:00:00,54.7,8.1,25.88,0.90000004,18.0,-4.6,-0.5,3.6000001,3.6000001,5.45
2006-02-15 00:00:00,59.3,10.2,21.279999,1.5,16.6,-2.5,2.6000001,7.7000003,4.2000003,6.0299997
2006-03-16 00:00:00,50.7,13.900001,10.53,2.9,6.8,2.8,9.7,16.7,5.2000003,2.48
2006-04-16 00:00:00,55.2,13.6,0.11,3.9,34.3,9.3,16.1,22.9,8.6,7.66
2006-05-16 00:00:00,60.0,12.8,0.0,4.3,76.5,14.0,20.4,26.800001,12.6,10.57
2006-06-16 00:00:00,56.7,13.0,0.0,5.2000003,68.4,18.9,25.4,31.9,15.5,8.72
2006-07-16 00:00:00,72.9,8.900001,0.0,4.2000003,127.9,22.6,27.0,31.5,22.7,12.259999
2006-08-16 00:00:00,60.3,8.5,0.0,4.0,101.0,21.300001,25.5,29.800001,22.300001,10.429999
2006-09-16 00:00:00,65.9,8.900001,0.0,2.8,91.8,15.0,19.4,23.9,15.5,12.34
2006-10-16 00:00:00,56.100002,11.1,0.0,2.3,16.300001,11.1,16.6,22.2,12.3,5.67
2006-11-16 00:00:00,52.2,11.2,9.46,1.5,19.5,3.1000001,8.7,14.3,6.8,5.8799996
2006-12-16 00:00:00,44.5,9.0,24.49,0.90000004,4.7000003,-3.3,1.2,5.7000003,4.0,2.74
2007-01-16 00:00:00,47.4,11.3,26.869999,1.2,1.4,-5.6,0.1,5.8,3.0,1.16
2007-02-15 00:00:00,52.3,12.5,15.23,1.8000001,13.7,0.4,6.6,12.900001,5.3,5.21
2007-03-16 00:00:00,71.0,9.900001,7.3799996,2.2,43.600002,4.1,9.0,14.0,6.7000003,7.6099997
2007-04-16 00:00:00,54.4,13.5,0.44,3.9,6.3,8.6,15.3,22.1,7.9,3.86
2007-05-16 00:00:00,52.4,14.3,0.0,4.8,32.4,14.1,21.2,28.4,11.400001,7.25
2007-06-16 00:00:00,66.700005,11.3,0.0,4.7000003,65.9,19.1,24.7,30.4,16.6,8.99
2007-07-16 00:00:00,73.700005,9.1,0.0,4.0,231.7,20.7,25.2,29.800001,21.1,15.37
2007-08-16 00:00:00,60.8,9.400001,0.0,4.1,110.700005,20.9,25.6,30.300001,21.2,11.19
2007-09-16 00:00:00,60.8,10.5,0.0,3.0,79.700005,14.8,20.0,25.300001,15.2,11.38
2007-10-16 00:00:00,66.9,8.7,0.22999999,1.8000001,86.6,9.0,13.3,17.7,10.900001,12.059999
2007-11-16 00:00:00,52.8,11.7,13.21,1.5,2.8,1.6,7.4,13.3,6.0,2.59
2007-12-16 00:00:00,48.4,8.3,23.449999,0.90000004,9.6,-2.4,1.8000001,6.0,4.4,4.17
2008-01-16 00:00:00,54.8,7.5,27.84,0.90000004,16.6,-6.7000003,-2.9,0.90000004,2.8,5.3199997
2008-02-15 00:00:00,49.4,11.5,25.39,1.4,7.8,-5.9,-0.1,5.7000003,3.2,4.19
2008-03-16 00:00:00,57.5,13.400001,7.6099997,2.8,23.800001,4.0,10.7,17.4,6.3,6.06
2008-04-16 00:00:00,62.7,12.400001,0.14,3.5,51.5,9.2,15.400001,21.6,9.5,8.9
2008-05-16 00:00:00,54.2,14.2,0.0,4.7000003,28.1,13.8,20.9,28.0,12.0,6.31
2008-06-16 00:00:00,66.8,11.8,0.0,4.5,65.1,17.7,23.6,29.5,16.2,9.03
2008-07-16 00:00:00,67.8,10.400001,0.0,4.3,90.0,20.800001,26.0,31.2,21.4,11.139999
2008-08-16 00:00:00,58.5,10.400001,0.0,4.0,99.0,19.2,24.4,29.6,20.300001,10.59
2008-09-16 00:00:00,67.700005,9.400001,0.0,2.7,92.4,15.2,19.9,24.6,16.6,12.67
2008-10-16 00:00:00,54.2,10.8,0.22999999,2.1000001,32.3,9.0,14.400001,19.800001,11.2,8.2699995
2008-11-16 00:00:00,45.600002,10.900001,12.44,1.4,9.2,1.9,7.3,12.8,6.2000003,3.53
2008-12-16 00:00:00,27.7,12.8,26.68,1.1,0.0,-5.4,1.0,7.4,3.2,0.21
2009-01-16 00:00:00,40.2,13.2,28.48,1.2,0.4,-7.5,-0.90000004,5.7000003,2.6000001,0.65999997
2009-02-15 00:00:00,66.200005,8.2,13.059999,1.5,17.800001,1.3000001,5.4,9.5,5.5,5.9
2009-03-16 00:00:00,62.2,12.1,9.7699995,2.5,23.7,3.1000001,9.1,15.2,5.9,5.8599997
2009-04-16 00:00:00,57.9,12.7,0.0,3.7,21.5,9.900001,16.2,22.6,9.5,6.3999996
2009-05-16 00:00:00,58.0,10.900001,0.0,4.3,106.3,14.6,20.0,25.5,12.5,11.509999
2009-06-16 00:00:00,51.100002,13.7,0.0,5.5,37.0,19.1,25.9,32.8,15.5,6.3799996
2009-07-16 00:00:00,66.200005,10.0,0.0,4.4,104.200005,21.300001,26.300001,31.300001,21.0,12.469999
2009-08-16 00:00:00,63.3,9.400001,0.0,3.7,166.8,19.300001,24.0,28.7,20.6,13.799999
2009-09-16 00:00:00,65.5,8.6,0.0,2.7,81.1,15.400001,19.7,24.0,16.800001,12.55
2009-10-16 00:00:00,49.2,11.8,0.01,2.3,32.2,9.8,15.7,21.6,11.0,7.68
2009-11-16 00:00:00,53.2,10.0,20.83,1.1,58.0,-1.4,3.6000001,8.6,5.5,9.54
2009-12-16 00:00:00,39.2,9.2,26.289999,0.8,4.6,-5.0,-0.4,4.2000003,4.1,2.79
2010-01-16 00:00:00,41.7,11.3,27.41,1.1,0.1,-6.2000003,-0.5,5.2000003,3.2,0.35
2010-02-15 00:00:00,61.100002,10.2,20.1,1.5,13.3,-1.7,3.4,8.5,4.7000003,5.0499997
2010-03-16 00:00:00,74.5,10.3,12.33,2.1000001,17.5,2.1000001,7.2000003,12.400001,5.5,5.8599997
2010-04-16 00:00:00,63.8,12.0,3.4399998,3.1000001,50.5,6.0,12.0,18.0,7.6,8.97
2010-05-16 00:00:00,57.600002,11.900001,0.0,4.3,54.3,14.1,20.0,26.0,12.900001,9.179999
2010-06-16 00:00:00,57.0,12.3,0.0,5.1,37.8,19.0,25.1,31.300001,16.1,6.77
2010-07-16 00:00:00,68.9,9.1,0.0,4.3,117.8,22.5,27.0,31.6,22.9,11.99
2010-08-16 00:00:00,62.7,8.6,0.0,3.9,178.6,20.800001,25.1,29.4,21.800001,14.349999
2010-09-16 00:00:00,69.4,8.3,0.0,2.7,81.0,16.6,20.7,24.9,18.300001,12.11
2010-10-16 00:00:00,55.8,11.1,0.65999997,2.0,31.300001,8.3,13.8,19.4,10.7,7.73
2010-11-16 00:00:00,37.600002,14.2,15.54,1.6,4.1,0.7,7.8,14.900001,5.7000003,2.82
2010-12-16 00:00:00,24.300001,13.0,26.289999,1.2,1.3000001,-5.0,1.5,8.0,3.1000001,1.49
2011-01-16 00:00:00,45.4,10.3,29.66,1.0,2.8,-9.3,-4.1,1.1,1.9,2.4099998
2011-02-15 00:00:00,58.7,11.2,20.96,1.6,17.2,-2.2,3.4,9.0,4.1,5.75
2011-03-16 00:00:00,52.5,13.400001,15.79,2.7,10.8,0.8,7.5,14.2,4.0,4.2599998
2011-04-16 00:00:00,49.8,14.3,0.64,4.0,18.6,8.3,15.400001,22.6,7.7000003,5.5699997
2011-05-16 00:00:00,58.5,12.3,0.0,4.3,64.5,13.400001,19.5,25.7,11.400001,9.5
2011-06-16 00:00:00,66.8,12.3,0.0,4.9,30.800001,19.2,25.300001,31.5,16.2,6.48
2011-07-16 00:00:00,65.1,10.6,0.0,4.5,119.8,20.7,26.0,31.300001,20.4,11.9
2011-08-16 00:00:00,59.4,8.6,0.0,3.9,114.3,20.300001,24.6,28.9,21.5,11.49
2011-09-16 00:00:00,70.5,7.3,0.0,2.5,217.0,14.8,18.4,22.1,15.8,17.73
2011-10-16 00:00:00,60.5,9.6,0.08,2.0,64.200005,9.400001,14.2,19.0,11.0,10.309999
2011-11-16 00:00:00,75.5,6.1,3.9499998,1.1,75.1,5.7000003,8.7,11.8,8.7,11.08
2011-12-16 00:00:00,48.0,8.400001,25.57,0.8,4.6,-4.3,-0.1,4.1,3.9,2.6299999
2012-01-16 00:00:00,45.3,9.400001,27.59,0.90000004,4.4,-6.4,-1.7,3.0,3.2,2.56
2012-02-15 00:00:00,61.600002,9.7,23.63,1.5,1.3000001,-4.0,0.90000004,5.8,3.1000001,1.64
2012-03-16 00:00:00,65.8,10.7,12.33,2.3,23.5,2.1000001,7.4,12.8,5.3,5.39
2012-04-16 00:00:00,57.5,13.7,0.02,3.9,27.6,9.7,16.5,23.4,8.8,6.94
2012-05-16 00:00:00,56.100002,12.3,0.0,4.5,41.8,15.1,21.2,27.4,13.3,7.8599997
2012-06-16 00:00:00,57.9,12.7,0.0,5.0,42.600002,18.1,24.4,30.800001,15.3,7.6499996
2012-07-16 00:00:00,63.9,9.5,0.0,4.5,130.6,22.0,26.7,31.5,22.300001,12.469999
2012-08-16 00:00:00,57.0,9.1,0.0,4.0,89.0,20.300001,24.800001,29.4,20.9,11.11
2012-09-16 00:00:00,58.4,10.0,0.0,2.9,83.1,13.8,18.800001,23.800001,14.900001,12.61
2012-10-16 00:00:00,49.9,11.7,0.52,2.3,16.300001,8.5,14.3,20.2,9.8,6.33
2012-11-16 00:00:00,49.8,11.0,18.109999,1.3000001,16.1,-0.3,5.2000003,10.7,5.2000003,5.79
2012-12-16 00:00:00,44.7,8.7,26.68,0.90000004,3.7,-5.4,-1.0,3.4,3.3,2.73
2013-01-16 00:00:00,50.0,12.7,28.25,1.1,3.1000001,-7.2000003,-0.8,5.6,3.0,2.31
2013-02-15 00:00:00,60.0,10.900001,21.07,1.5,10.7,-2.3,3.2,8.7,4.4,4.44
2013-03-16 00:00:00,60.2,14.0,13.65,2.6000001,5.2000003,1.6,8.6,15.6,5.5,3.1699998
2013-04-16 00:00:00,52.3,14.3,1.7199999,3.8,30.9,7.2000003,14.3,21.5,7.3,7.54
2013-05-16 00:00:00,61.0,11.8,0.0,4.3,92.700005,14.900001,20.800001,26.7,12.6,10.309999
2013-06-16 00:00:00,65.1,11.3,0.0,4.8,54.4,19.300001,24.9,30.6,16.6,8.309999
2013-07-16 00:00:00,70.1,8.8,0.0,4.2000003,229.7,21.9,26.300001,30.7,22.5,15.29
2013-08-16 00:00:00,49.2,11.0,0.0,4.6,88.0,21.2,26.7,32.2,21.2,10.42
2013-09-16 00:00:00,63.8,10.6,0.0,3.0,66.1,15.2,20.5,25.800001,15.3,10.19
2013-10-16 00:00:00,46.7,12.6,0.52,2.4,32.0,8.5,14.8,21.1,9.7,7.83
2013-11-16 00:00:00,44.0,10.2,12.96,1.4,25.0,1.7,6.8,11.900001,5.9,6.7999997
2013-12-16 00:00:00,30.4,12.3,26.869999,1.1,0.1,-5.6,0.6,6.8,3.1000001,0.35
2014-01-16 00:00:00,44.100002,12.6,25.57,1.4,0.6,-4.3,2.0,8.3,3.0,0.37
2014-02-15 00:00:00,66.9,7.6,19.88,1.3000001,27.9,-1.6,2.2,6.0,4.3,7.41
2014-03-16 00:00:00,56.7,13.1,5.85,2.9,25.800001,4.8,11.3,17.9,6.3,5.85
2014-04-16 00:00:00,67.3,11.3,0.0,3.4,75.8,10.5,16.1,21.800001,10.2,10.75
2014-05-16 00:00:00,52.7,13.0,0.0,4.8,66.9,14.3,20.800001,27.300001,10.8,9.57
